STT;Khoá;Nhóm;Mã lớp HP;tenmon;Số lượng;Số lượng;SLSV;Mã GV;Mã GV;Tuần;khoa dạy;malop;Tên giảng viên;Thứ 2;Thứ 3;Thứ 4;Thứ 5;Thứ 6;Thứ 7;CN
671;23;03;217002025202303;Kinh tế chính trị Mác - Lênin;49;49;0;10938;10938;"22-27;31-40";217;23N03(CKHK);Nguyễn Thị Thu Huyền;9-10,E2.102;;;;;;
672;23;03A;101342025202303A;PBL 3: Thiết kế hệ thống điều khiển tự động;30;30;0;10799;10799;"22-27;31-40";101;23N03(CKHK);Võ Trần Anh;;;;;;3-4,E2.101;
673;23;03B;101342025202303B;PBL 3: Thiết kế hệ thống điều khiển tự động;30;30;0;11407;11407;"22-27;31-40";101;23N03(CKHK);Đinh Đức Hạnh;;;;;;1-2,E2.101;
674;23;04;101015225202304;ROBOT Công nghiệp;64;64;0;10963;10963;"22-25;31-37";101;23N04(CDT1);Lê Hoài Nam;;;;6-8,F208;;;
675;23;04;101035325202304;Cảm biến công nghiệp;64;64;0;10575;10575;"22-25;31-37";101;23N04(CDT1);Đặng Phước Vinh;6-8,E2.204;;;;;;
676;23;04;101220325202304;Kỹ thuật vi điều khiển;64;64;0;10575;10575;"22-25;31-39";101;23N04(CDT1);Đặng Phước Vinh;;;1-4,F302;;;;
677;23;04;101222325202304;Toán nâng cao CDT2 (tối ưu hóa UD);64;64;0;11486;11486;"22-25;31-37";101;23N04(CDT1);Phạm Anh Đức;;;;;3-5,E2.201;;
678;23;04;101271025202304;Thực tập công nhân cơ điện tử;64;64;0;"10319
";"10319
";26-27;101;23N04(CDT1);"Nguyễn Lê Minh
";1-10,XP;1-10,XP;1-10,XP;1-10,XP;1-10,XP;;
679;23;04;210001025202304;Pháp luật đại cương;95;95;0;11533;11533;"22-25;31-37";210;23N04(CDT1);Dương Việt Anh;;1-3,E2.303;;;;;
680;23;04;217002025202304;Kinh tế chính trị Mác - Lênin;95;95;0;20660;20660;"22-25;31-37";217;23N04(CDT1);Trần Thị Thuỳ Trang;;;;1-3,F110;;;
681;23;04A;101201025202304A;TH Kỹ thuật vi điều khiển;25;25;0;"10319
";"10319
";39-41;101;23N04(CDT1);"Nguyễn Lê Minh
";;;;;7-10,M204;;
682;23;04A;101272025202304A;PBL 3: Thiết kế TB ƯD vi điều khiển và cảm biến;32;32;0;10575;10575;"22-25;31-37";101;23N04(CDT1);Đặng Phước Vinh;;;;;6-8,E2.304;;
683;23;04B;101201025202304B;TH Kỹ thuật vi điều khiển;25;25;0;"10319
";"10319
";39-41;101;23N04(CDT1);"Nguyễn Lê Minh
";;;;;;1-4,M204;
684;23;04B;101272025202304B;PBL 3: Thiết kế TB ƯD vi điều khiển và cảm biến;32;32;0;10081;10081;"22-25;31-37";101;23N04(CDT1);Đỗ Thế Cần;;;;;;1-3,E1.201;
685;23;04C;101201025202304C;TH Kỹ thuật vi điều khiển;25;25;0;"10319
";"10319
";39-41;101;23N04(CDT1);"Nguyễn Lê Minh
";;;;;;7-10,M204;
686;23;05;101015225202305;ROBOT Công nghiệp;64;64;0;10963;10963;"22-23;26-27;31-37";101;23N05(CDT2);Lê Hoài Nam;6-8,E2.206;;;;;;
687;23;05;101035325202305;Cảm biến công nghiệp;64;64;0;10575;10575;"22-23;26-27;31-37";101;23N05(CDT2);Đặng Phước Vinh;;3-5,E2.204;;;;;
688;23;05;101220325202305;Kỹ thuật vi điều khiển;64;64;0;10575;10575;"22-23;26-27;31-39";101;23N05(CDT2);Đặng Phước Vinh;;;;;1-4,F108;;
689;23;05;101222325202305;Toán nâng cao CDT2 (tối ưu hóa UD);64;64;0;11486;11486;"22-23;26-27;31-37";101;23N05(CDT2);Phạm Anh Đức;;;;6-8,E2.104;;;
690;23;05;101271025202305;Thực tập công nhân cơ điện tử;64;64;0;"10319
";"10319
";24-25;101;23N05(CDT2);"Nguyễn Lê Minh
";1-10,XP;1-10,XP;1-10,XP;1-10,XP;1-10,XP;;
691;23;05;210001025202305;Pháp luật đại cương;95;95;0;11533;11533;"22-23;26-27;31-37";210;23N05(CDT2);Dương Việt Anh;;;;;8-10,F110;;
692;23;05;217002025202305;Kinh tế chính trị Mác - Lênin;95;95;0;11454;11454;"22-23;26-27;31-41";217;23N05(CDT2);Văn Công Vũ;;;1-3,F110;;;;
693;23;05A;101035325202305A;Cảm biến công nghiệp (Giảng dạy tiếng anh);25;25;0;10575;10575;"22-23;26-27;31-37";101;23N05(CDT2);Đặng Phước Vinh;;;6-8,E2.405;;;;
694;23;05A;101201025202305A;TH Kỹ thuật vi điều khiển;25;25;0;"10319
";"10319
";39-41;101;23N05(CDT2);"Nguyễn Lê Minh
";;;;1-4,M204;;;
695;23;05A;101220325202305A;Kỹ thuật vi điều khiển (Giảng dạy tiếng anh);25;25;0;10575;10575;"22-23;26-27;31-39";101;23N05(CDT2);Đặng Phước Vinh;1-4,E2.303;;;;;;
696;23;05A;101272025202305A;PBL 3: Thiết kế TB ƯD vi điều khiển và cảm biến;32;32;0;10575;10575;"22-23;26-27;31-37";101;23N05(CDT2);Đặng Phước Vinh;;;;;;1-3,E1.204;
697;23;05B;101201025202305B;TH Kỹ thuật vi điều khiển;25;25;0;"10319
";"10319
";34-36;101;23N05(CDT2);"Nguyễn Lê Minh
";;;;1-4,M204;;;
698;23;05B;101272025202305B;PBL 3: Thiết kế TB ƯD vi điều khiển và cảm biến;32;32;0;10575;10575;"22-23;26-27;31-37";101;23N05(CDT2);Đặng Phước Vinh;;;;;;6-8,E1.204;
699;23;06;101015225202306;ROBOT Công nghiệp;64;64;0;10963;10963;"22-27;31-36;39-39";101;23N06(CDT3);Lê Hoài Nam;;8-10,E2.104;;;;;
700;23;06;101035325202306;Cảm biến công nghiệp;64;64;0;11674;11674;"22-27;31-36;39-39";101;23N06(CDT3);Đinh Quỳnh Như;;;;;1-3,E2.303;;
701;23;06;101220325202306;Kỹ thuật vi điều khiển;64;64;0;10575;10575;"22-27;31-36;39-41";101;23N06(CDT3);Đặng Phước Vinh;;;;7-10,E2.204;;;
702;23;06;101222325202306;Toán nâng cao CDT2 (tối ưu hóa UD);64;64;0;11486;11486;"22-27;31-36;39-39";101;23N06(CDT3);Phạm Anh Đức;8-10,E2.203;;;;;;
703;23;06;101271025202306;Thực tập công nhân cơ điện tử;64;64;0;"10319
";"10319
";37-38;101;23N06(CDT3);"Nguyễn Lê Minh
";1-10,XP;1-10,XP;1-10,XP;1-10,XP;1-10,XP;;
704;23;06A;101015225202306A;ROBOT Công nghiệp (Giảng dạy tiếng anh);25;25;0;10963;10963;"22-27;31-36;39-39";101;23N06(CDT3);Lê Hoài Nam;;;8-10,E2.303;;;;
705;23;06A;101201025202306A;TH Kỹ thuật vi điều khiển;25;25;0;"10319
";"10319
";34-36;101;23N06(CDT3);"Nguyễn Lê Minh
";;;;;;1-4,M204;
706;23;06A;101272025202306A;PBL 3: Thiết kế TB ƯD vi điều khiển và cảm biến;32;32;0;10081;10081;"22-27;31-36;39-39";101;23N06(CDT3);Đỗ Thế Cần;;;;;;8-10,E2.106;
707;23;06B;101201025202306B;TH Kỹ thuật vi điều khiển;25;25;0;"10319
";"10319
";34-36;101;23N06(CDT3);"Nguyễn Lê Minh
";;;;;;7-10,M204;
708;23;06B;101272025202306B;PBL 3: Thiết kế TB ƯD vi điều khiển và cảm biến;32;32;0;11674;11674;"22-27;31-36;39-39";101;23N06(CDT3);Đinh Quỳnh Như;;;;;;1-3,E1.202;
709;23;07;123028025202307;Quản lý dự án;43;43;0;10362;10362;"22-27;31-40";123;23N07(ES);Lê Thị Kim Oanh;;9-10,E2.102;;;;;
710;23;07;123222025202307;Tiếng anh nâng cao 2;43;43;0;11491;11491;"22-27;31-40";123;23N07(ES);Nguyễn Thị Tú Trinh;;;;;9-10,E1.102;;
711;23;07;123223025202307;Tín hiệu và hệ thống;43;43;0;10861;10861;"22-27;31-40";123;23N07(ES);Hồ Phước Tiến;;;7-10,C114;;;;
712;23;07;123254025202307;Môi trường;43;43;0;10875;10875;"22-27;31-40";123;23N07(ES);Lê Phước Cường;;6-7,C303;;;;;
713;23;07;123255025202307;Hệ thống nhúng và giao tiếp xử lý;43;43;0;11598;11598;"22-27;31-40";123;23N07(ES);Nguyễn Huỳnh Nhật Thương;;;;;6-8,E1.102;;
714;23;07;209017025202307;Lịch sử Đảng Cộng sản Việt Nam;85;85;0;20616;20616;"22-27;31-40";209;23N07(ES);Ngô Văn Hà;;;;7-8,B301;;;
715;23;07A;123224025202307A;TH Tín hiệu và hệ thống;22;22;0;"11319
";"11319
";39-41;123;23N07(ES);"Thái Vũ Hiền
";7-10,C213A;;;;;;
716;23;07A;123256025202307A;TH hệ thống nhúng và giao tiếp vi xử lý;22;22;0;"11598
";"11598
";38-40;123;23N07(ES);"Nguyễn Huỳnh Nhật Thương
";1-4,C213B;;;;;;
717;23;07A;123257025202307A;PBL3: Thiết kế FPGA và Verilog;25;25;0;10106;10106;"22-27;31-40";123;23N07(ES);Nguyễn Văn Cường;;;;;;1-3,C301;
718;23;07B;123224025202307B;TH Tín hiệu và hệ thống;22;22;0;"11319
";"11319
";39-41;123;23N07(ES);"Thái Vũ Hiền
";;;;1-4,C213A;;;
719;23;07B;123256025202307B;TH hệ thống nhúng và giao tiếp vi xử lý;22;22;0;"11598
";"11598
";38-40;123;23N07(ES);"Nguyễn Huỳnh Nhật Thương
";;;1-4,C213B;;;;
720;23;07B;123257025202307B;PBL3: Thiết kế FPGA và Verilog;25;25;0;10106;10106;"22-27;31-40";123;23N07(ES);Nguyễn Văn Cường;;;;;;6-8,C113;
721;23;08;123028025202308;Quản lý dự án;39;39;0;10362;10362;"22-27;31-40";123;23N08(ECE);Lê Thị Kim Oanh;;6-7,E2.104;;;;;
722;23;08;123219025202308;Kiến trúc máy tính;39;39;0;10568;10568;"22-27;31-40";123;23N08(ECE);Hồ Viết Việt;;;7-8,E2.306;;;;
723;23;08;123222025202308;Tiếng anh nâng cao 2;39;39;0;11491;11491;"22-27;31-40";123;23N08(ECE);Nguyễn Thị Tú Trinh;;;;;6-7,E1.201;;
724;23;08;123225025202308;Mạng máy tính - truyền thông;39;39;0;10568;10568;"22-27;31-40";123;23N08(ECE);Hồ Viết Việt;;;9-10,E2.306;;;;
725;23;08;123227025202308;Xử lý tín hiệu số;39;39;0;10861;10861;"22-27;31-40";123;23N08(ECE);Hồ Phước Tiến;6-7,E1.202;;;;;;
726;23;08;123273025202308;Vi xử lý và giao tiếp;39;39;0;11598;11598;"22-27;31-40";123;23N08(ECE);Nguyễn Huỳnh Nhật Thương;;8-10,E2.302;;;;;
727;23;08A;123220025202308A;TH Kiến trúc máy tính;20;20;0;"11109
";"11109
";39-41;123;23N08(ECE);"Trần Văn Líc
";;;1-4,C214;;;;
728;23;08A;123221025202308A;PBL 3: Trí tuệ nhân tạo cho hệ thống tích hợp & ƯD;20;20;0;10542;10542;"22-27;31-40";123;23N08(ECE);Phạm Văn Tuấn;;;;;;6-8,C301;
729;23;08A;123226025202308A;TH Mạng máy tính - truyền thông;20;20;0;"11109
";"11109
";36-38;123;23N08(ECE);"Trần Văn Líc
";;;1-4,C214;;;;
730;23;08A;123228025202308A;TH Xử lý tín hiệu số;20;20;0;"11319
";"11319
";39-41;123;23N08(ECE);"Thái Vũ Hiền
";1-4,C213A;;;;;;
731;23;08A;123274025202308A;TH Vi xử lý và giao tiếp;20;20;0;"11598
";"11598
";39-41;123;23N08(ECE);"Nguyễn Huỳnh Nhật Thương
";;;;1-4,C213B;;;
732;23;08B;123220025202308B;TH Kiến trúc máy tính;20;20;0;"11109
";"11109
";36-38;123;23N08(ECE);"Trần Văn Líc
";;;;1-4,C214;;;
733;23;08B;123226025202308B;TH Mạng máy tính - truyền thông;20;20;0;"11109
";"11109
";36-38;123;23N08(ECE);"Trần Văn Líc
";1-4,C214;;;;;;
734;23;08B;123228025202308B;TH Xử lý tín hiệu số;20;20;0;"11319
";"11319
";39-41;123;23N08(ECE);"Thái Vũ Hiền
";;;1-4,C213A;;;;
735;23;08B;123274025202308B;TH Vi xử lý và giao tiếp;20;20;0;"11598
";"11598
";39-41;123;23N08(ECE);"Nguyễn Huỳnh Nhật Thương
";;;;;1-4,C213B;;
736;23;10;102031325202310;Trí tuệ nhân tạo;50;50;0;10658;10658;"22-27;31-40";102;23N10(T_DT1);Nguyễn Văn Hiệu;;;;;1-2,E2.102;;
737;23;10;102138325202310;Vi điều khiển;50;50;0;10125;10125;"22-27;31-40";102;23N10(T_DT1);Ninh Khánh Duy;;1-2,E2.302;;;;;
738;23;10;102178325202310;Quản lý dự án CNTT;50;50;0;10249;10249;"22-27;31-40";102;23N10(T_DT1);Nguyễn Thị Minh Hỷ;;3-4,E2.302;;;;;
739;23;10;102326025202310;Khoa học dữ liệu;50;50;0;11333;11333;"22-27;31-40";102;23N10(T_DT1);Phạm Công Thắng;;;;1-3,E2.102;;;
740;23;10;102357325202310;Lập trình Python;50;50;0;11185;11185;"22-27;31-40";102;23N10(T_DT1);Nguyễn Năng Hùng Vân;;;;;3-4,E2.102;;
741;23;10;102358325202310;Lập trình di động;50;50;0;10585;10585;"22-27;31-40";102;23N10(T_DT1);Trần Thế Vũ;;;;4-5,E2.102;;;
742;23;10;209017025202310;Lịch sử Đảng Cộng sản Việt Nam;75;75;0;20620;20620;"22-27;31-40";209;23N10(T_DT1);Nguyễn Văn Hoàn;1-2,E2.102;;;;;;
743;23;10A;102384025202310A;PBL 5: Dự án Kỹ thuật máy tính;25;25;0;10960;10960;"22-27;31-40";102;23N10(T_DT1);Bùi Thị Thanh Thanh;;;3-5,C202;;;;
744;23;10B;102384025202310B;PBL 5: Dự án Kỹ thuật máy tính;25;25;0;10069;10069;"22-27;31-40";102;23N10(T_DT1);Đặng Thiên Bình;;;;;;3-5,C202;
745;23;11;102031325202311;Trí tuệ nhân tạo;54;54;0;10784;10784;"22-27;31-40";102;23N11(T_DT2);Phạm Minh Tuấn;;;;4-5,E2.302;;;
746;23;11;102138325202311;Vi điều khiển;54;54;0;10125;10125;"22-27;31-40";102;23N11(T_DT2);Ninh Khánh Duy;;;1-2,E2.302;;;;
747;23;11;102178325202311;Quản lý dự án CNTT;54;54;0;10249;10249;"22-27;31-40";102;23N11(T_DT2);Nguyễn Thị Minh Hỷ;;;4-5,E2.201;;;;
748;23;11;102326025202311;Khoa học dữ liệu;54;54;0;11333;11333;"22-27;31-40";102;23N11(T_DT2);Phạm Công Thắng;8-10,E2.302;;;;;;
749;23;11;102357325202311;Lập trình Python;54;54;0;10085;10085;"22-27;31-40";102;23N11(T_DT2);Trương Ngọc Châu;;1-2,E2.301;;;;;
750;23;11;102358325202311;Lập trình di động;54;54;0;10585;10585;"22-27;31-40";102;23N11(T_DT2);Trần Thế Vũ;;;;1-2,E2.302;;;
751;23;11;209017025202311;Lịch sử Đảng Cộng sản Việt Nam;75;75;0;20635;20635;"22-27;31-40";209;23N11(T_DT2);Đỗ Thị Hằng Nga;;;;;4-5,E2.302;;
752;23;11A;102384025202311A;PBL 5: Dự án Kỹ thuật máy tính;30;30;0;10215;10215;"22-27;31-40";102;23N11(T_DT2);Huỳnh Hữu Hưng;;;;;;1-3,C203;
753;23;11B;102384025202311B;PBL 5: Dự án Kỹ thuật máy tính;30;30;0;10125;10125;"22-27;31-40";102;23N11(T_DT2);Ninh Khánh Duy;;3-5,C203;;;;;
754;23;12;102031325202312;Trí tuệ nhân tạo;54;54;0;10658;10658;"22-27;31-40";102;23N12(T_DT3);Nguyễn Văn Hiệu;6-7,E2.302;;;;;;
755;23;12;102138325202312;Vi điều khiển;54;54;0;10960;10960;"22-27;31-40";102;23N12(T_DT3);Bùi Thị Thanh Thanh;;;1-2,E2.301;;;;
756;23;12;102178325202312;Quản lý dự án CNTT;54;54;0;10126;10126;"22-27;31-40";102;23N12(T_DT3);Trịnh Công Duy;;1-2,E2.203;;;;;
757;23;12;102326025202312;Khoa học dữ liệu;54;54;0;10125;10125;"22-27;31-40";102;23N12(T_DT3);Ninh Khánh Duy;;;3-5,E2.301;;;;
758;23;12;102357325202312;Lập trình Python;54;54;0;10085;10085;"22-27;31-40";102;23N12(T_DT3);Trương Ngọc Châu;;3-4,E2.203;;;;;
759;23;12;209017025202312;Lịch sử Đảng Cộng sản Việt Nam;75;75;0;11361;11361;"22-27;31-40";209;23N12(T_DT3);Từ ánh Nguyệt;;;;9-10,E2.302;;;
760;23;12A;102384025202312A;PBL 5: Dự án Kỹ thuật máy tính;30;30;0;11333;11333;"22-27;31-40";102;23N12(T_DT3);Phạm Công Thắng;;;;;;3-5,A136;
761;23;12B;102384025202312B;PBL 5: Dự án Kỹ thuật máy tính;30;30;0;10485;10485;"22-27;31-40";102;23N12(T_DT3);Trần Hồ Thủy Tiên;;;;6-8,E2.302;;;
762;23;13;102031325202313;Trí tuệ nhân tạo;55;55;0;10784;10784;"22-27;31-40";102;23N13(T_DT4);Phạm Minh Tuấn;;;1-2,E1.104;;;;
763;23;13;102138325202313;Vi điều khiển;55;55;0;10960;10960;"22-27;31-40";102;23N13(T_DT4);Bùi Thị Thanh Thanh;;;;1-2,E2.301;;;
764;23;13;102178325202313;Quản lý dự án CNTT;55;55;0;10126;10126;"22-27;31-40";102;23N13(T_DT4);Trịnh Công Duy;;3-4,E2.202;;;;;
765;23;13;102326025202313;Khoa học dữ liệu;55;55;0;10125;10125;"22-27;31-40";102;23N13(T_DT4);Ninh Khánh Duy;8-10,E2.301;;;;;;
766;23;13;102357325202313;Lập trình Python;55;55;0;10485;10485;"22-27;31-40";102;23N13(T_DT4);Trần Hồ Thủy Tiên;;1-2,E2.202;;;;;
767;23;13A;102384025202313A;PBL 5: Dự án Kỹ thuật máy tính;30;30;0;10215;10215;"22-27;31-40";102;23N13(T_DT4);Huỳnh Hữu Hưng;;;3-5,E2.306;;;;
768;23;13B;102384025202313B;PBL 5: Dự án Kỹ thuật máy tính;30;30;0;10960;10960;"22-27;31-40";102;23N13(T_DT4);Bùi Thị Thanh Thanh;;;;3-5,E2.301;;;
769;23;15;102031325202315;Trí tuệ nhân tạo;56;56;0;10658;10658;"22-27;31-40";102;23N15(T_KHDL1,2);Nguyễn Văn Hiệu;;;;6-7,E2.301;;;
770;23;15;102138325202315;Vi điều khiển;56;56;0;11333;11333;"22-27;31-40";102;23N15(T_KHDL1,2);Phạm Công Thắng;1-2,E2.302;;;;;;
771;23;15;102178325202315;Quản lý dự án CNTT;56;56;0;10126;10126;"22-27;31-40";102;23N15(T_KHDL1,2);Trịnh Công Duy;;;1-2,E2.202;;;;
772;23;15;102287325202315;Lập trình hệ thống nhúng;56;56;0;10960;10960;"22-27;31-40";102;23N15(T_KHDL1,2);Bùi Thị Thanh Thanh;;;;8-9,E2.301;;;
773;23;15;102326025202315;Khoa học dữ liệu;56;56;0;10125;10125;"22-27;31-40";102;23N15(T_KHDL1,2);Ninh Khánh Duy;;;;;1-3,E2.301;;
774;23;15;102357325202315;Lập trình Python;56;56;0;10485;10485;"22-27;31-40";102;23N15(T_KHDL1,2);Trần Hồ Thủy Tiên;;3-4,E2.301;;;;;
775;23;15;102385025202315;Mạng nơron và học sâu;56;56;0;10784;10784;"22-27;31-40";102;23N15(T_KHDL1,2);Phạm Minh Tuấn;;;3-4,E2.202;;;;
776;23;15;118255025202315;Kinh tế và quản lý doanh nghiệp;56;56;0;10362;10362;"22-27;31-40";118;23N15(T_KHDL1,2);Lê Thị Kim Oanh;;1-2,E2.403;;;;;
777;23;15;209017025202315;Lịch sử Đảng Cộng sản Việt Nam;56;56;0;11444;11444;"22-27;31-40";209;23N15(T_KHDL1,2);Đinh Văn Trọng;;;;;4-5,E2.301;;
778;23;15A;102384025202315A;PBL 5: Dự án Kỹ thuật máy tính;30;30;0;10125;10125;"22-27;31-40";102;23N15(T_KHDL1,2);Ninh Khánh Duy;;;;;;1-3,E1.206;
779;23;15B;102384025202315B;PBL 5: Dự án Kỹ thuật máy tính;30;30;0;11333;11333;"22-27;31-40";102;23N15(T_KHDL1,2);Phạm Công Thắng;3-5,C203;;;;;;
780;23;16;102014125202316;Phân tích & T.kế hướng đối tượng;55;55;0;10073;10073;"22-27;31-40";102;23N16(T_Nhat1);Nguyễn Thanh Bình;;;;;;1-3,E2.302;
781;23;16;102025225202316;Công nghệ phần mềm;55;55;0;10211;10211;"22-27;31-40";102;23N16(T_Nhat1);Võ Đức Hoàng;;;1-2,E2.304;;;;
782;23;16;102178325202316;Quản lý dự án CNTT;55;55;0;10126;10126;"22-27;31-40";102;23N16(T_Nhat1);Trịnh Công Duy;;;3-4,E2.304;;;;
783;23;16;102247025202316;Xử lý tín hiệu số;55;55;0;10125;10125;"22-27;31-40";102;23N16(T_Nhat1);Ninh Khánh Duy;;;;;4-5,E1.103;;
784;23;16;102287325202316;Lập trình hệ thống nhúng;55;55;0;10960;10960;"22-27;31-40";102;23N16(T_Nhat1);Bùi Thị Thanh Thanh;;;;;1-2,E2.104;;
785;23;16;102388025202316;Lập trình mạng;55;55;0;10174;10174;"22-27;31-40";102;23N16(T_Nhat1);Mai Văn Hà;;6-7,E2.302;;;;;
786;23;16;118255025202316;Kinh tế và quản lý doanh nghiệp;55;55;0;11392;11392;"22-27;31-40";118;23N16(T_Nhat1);Nguyễn Hồng Nguyên;3-4,E2.301;;;;;;
787;23;16;209010125202316;Tư tưởng Hồ Chí Minh;100;100;0;11029;11029;"22-27;31-40";209;23N16(T_Nhat1);Lê Sơn;1-2,F110;;;;;;
788;23;16;507008025202316;Tiếng Nhật 6 (CNTT);55;55;0;11547;11547;"22-27;31-40";507;23N16(T_Nhat1);Cty SUN;;2-3,C128;;4-5,C128;;;
789;23;16A;102389025202316A;TH Lập trình mạng (0.5TC);28;28;0;"10349
";"10349
";39-41;102;23N16(T_Nhat1);"Nguyễn Văn Nguyên
";;;7-10,C105;;;;
790;23;16A;102390025202316A;PBL 5: Dự án Công nghệ phần mềm;30;30;0;10174;10174;"22-27;31-40";102;23N16(T_Nhat1);Mai Văn Hà;;8-10,C203;;;;;
791;23;16B;102389025202316B;TH Lập trình mạng (0.5TC);28;28;0;"10349
";"10349
";39-41;102;23N16(T_Nhat1);"Nguyễn Văn Nguyên
";;;;7-10,C105;;;
792;23;16B;102390025202316B;PBL 5: Dự án Công nghệ phần mềm;30;30;0;10305;10305;"22-27;31-40";102;23N16(T_Nhat1);Nguyễn Thế Xuân Ly;8-10,C203;;;;;;
793;23;17;103174025202317;Năng lượng tái tạo;46;46;0;10161;10161;"22-27;31-32";103;23N17(C4A);Bùi Văn Ga;;;;;1-2,E2.105;;
794;23;17;103224025202317;Kỹ thuật vi điều khiển;46;46;0;11625;11625;"22-27;31-32;36-39";103;23N17(C4A);Hoàng Thắng;;;;8-10,E2.405;;;
795;23;17;103283325202317;Thực tập kỹ thuật 1 (Động cơ);46;46;0;"10971
";"10971
";33-35;103;23N17(C4A);"Võ Anh Vũ
";1-10,XP;1-10,XP;1-10,XP;1-10,XP;1-10,XP;;
796;23;17;103341025202317;Kỹ năng khởi nghiệp;46;46;0;10967;10967;"22-27;31-32;36-39";103;23N17(C4A);Nguyễn Đặng Hoàng Thư;;;;;7-9,E2.105;;
797;23;17;103342025202317;Hệ thống động lực tĩnh tại;46;46;0;11652;11652;"22-27;31-32";103;23N17(C4A);Thái Thị Ngọc Hằng;;;6-7,E2.105;;;;
798;23;17;103344025202317;Hao mòn và vật liệu bôi trơn;46;46;0;10521;10521;22-26;103;23N17(C4A);Nguyễn Quang Trung;;;8-10,E2.105;;;;
799;23;17;103345025202317;Hệ thống điện, điện tử động cơ đốt trong;46;46;0;10451;10451;"22-27;31-32;36-39";103;23N17(C4A);Phạm Quốc Thái;;;;;3-5,E2.305;;
800;23;17;103346025202317;Thiết kế hệ thống động cơ đốt trong;46;46;0;10553;10553;"22-27;31-32;36-40";103;23N17(C4A);Trần Thanh Hải Tùng;;1-4,E2.105;;;;;
801;23;17;103433025202317;Cung cấp nhiên liệu và hình thành hỗn hợp trong ĐC;46;46;0;10128;10128;"22-27;31-32;36-39";103;23N17(C4A);Dương Việt Dũng;;8-10,E2.305;;;;;
802;23;17;209016025202317;Chủ nghĩa Xã hội khoa học;70;70;0;11451;11451;"22-27;31-32;36-39";209;23N17(C4A);Vương Phương Hoa;3-5,E2.105;;;;;;
803;23;17;209017025202317;Lịch sử Đảng Cộng sản Việt Nam;70;70;0;20616;20616;"22-27;31-32;36-39";209;23N17(C4A);Ngô Văn Hà;;;;;;8-10,E2.105;
804;23;17A;103347025202317A;PBL 3: Thiết kế hệ thống động cơ;23;23;0;10128;10128;"22-27;31-32;36-39";103;23N17(C4A);Dương Việt Dũng;;;;;;4-5,E1.207;
805;23;17B;103347025202317B;PBL 3: Thiết kế hệ thống động cơ;23;23;0;10128;10128;"22-27;31-32;36-39";103;23N17(C4A);Dương Việt Dũng;;;;;;1-3,E1.207;
806;23;18;103174025202318;Năng lượng tái tạo;43;43;0;10161;10161;"22-27;32-33";103;23N18(C4B);Bùi Văn Ga;;;;;3-4,E2.105;;
807;23;18;103224025202318;Kỹ thuật vi điều khiển;43;43;0;11625;11625;"22-27;32-35;39-39";103;23N18(C4B);Hoàng Thắng;;;1-3,E2.305;;;;
808;23;18;103283325202318;Thực tập kỹ thuật 1 (Động cơ);43;43;0;"10558
";"10558
";36-38;103;23N18(C4B);"Huỳnh Bá Vang
";1-10,XP;1-10,XP;1-10,XP;1-10,XP;1-10,XP;;
809;23;18;103341025202318;Kỹ năng khởi nghiệp;43;43;0;10967;10967;"22-27;32-35;39-39";103;23N18(C4B);Nguyễn Đặng Hoàng Thư;;;;;;7-9,E2.305;
810;23;18;103342025202318;Hệ thống động lực tĩnh tại;43;43;0;11652;11652;"22-27;32-33";103;23N18(C4B);Thái Thị Ngọc Hằng;;;;;1-2,E2.406;;
811;23;18;103344025202318;Hao mòn và vật liệu bôi trơn;43;43;0;10521;10521;"22-27;32-33";103;23N18(C4B);Nguyễn Quang Trung;;;;6-7,E2.105;;;
812;23;18;103345025202318;Hệ thống điện, điện tử động cơ đốt trong;43;43;0;10451;10451;"22-27;32-35;39-39";103;23N18(C4B);Phạm Quốc Thái;;;;;8-10,E2.303;;
813;23;18;103346025202318;Thiết kế hệ thống động cơ đốt trong;43;43;0;11652;11652;"22-27;32-35;39-40";103;23N18(C4B);Thái Thị Ngọc Hằng;;7-10,E2.406;;;;;
