as_of_date,fiscal_year,region,borrower_country,borrower_country_code,project_id,project_name,procurement_category,procurement_method,project_global_practice,wb_contract_number,contract_description,contract_signing_date,supplier,supplier_country,supplier_country_code,supplier_contract_amount_usd,borrower_contract_reference_number,review_type
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611837,"L&#244; s&#7889; 01: Thi c&#244;ng x&#226;y d&#7921;ng c&#225;c h&#7891;: H&#7891; Khe D&#7913;a, h&#7891; Khe V&#7843;i",2019-12-16,CÔNG TY CÔNG TY CỔ PHẦN XÂY DỰNG THỦY LỢI VÀ THƯƠNG MẠI THĂNG ,Viet Nam,VN,439118.230000,21/2019/HĐXD-WB8,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611837,"L&#244; s&#7889; 01: Thi c&#244;ng x&#226;y d&#7921;ng c&#225;c h&#7891;: H&#7891; Khe D&#7913;a, h&#7891; Khe V&#7843;i",2019-12-16,CÔNG TY CỔ PHẦN BÌNH DƯƠNG,Viet Nam,VN,439118.230000,21/2019/HĐXD-WB8,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611837,"L&#244; s&#7889; 01: Thi c&#244;ng x&#226;y d&#7921;ng c&#225;c h&#7891;: H&#7891; Khe D&#7913;a, h&#7891; Khe V&#7843;i",2019-12-16,CÔNG TY TNHH ĐỒNG TIẾN,Viet Nam,VN,439118.230000,21/2019/HĐXD-WB8,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611838,"L&#244; s&#7889; 03: Thi c&#244;ng x&#226;y d&#7921;ng c&#225;c h&#7891;: H&#7891; T&#7863;ng An, h&#7891; Roong &#272;en",2019-12-16,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN HUGIA,Viet Nam,VN,555725.880000,23/2019/HĐXD-WB8,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611838,"L&#244; s&#7889; 03: Thi c&#244;ng x&#226;y d&#7921;ng c&#225;c h&#7891;: H&#7891; T&#7863;ng An, h&#7891; Roong &#272;en",2019-12-16,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ CƠ KHÍ MIỀN BẮC,Viet Nam,VN,555725.880000,23/2019/HĐXD-WB8,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611838,"L&#244; s&#7889; 03: Thi c&#244;ng x&#226;y d&#7921;ng c&#225;c h&#7891;: H&#7891; T&#7863;ng An, h&#7891; Roong &#272;en",2019-12-16,CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ VÀ XÂY DỰNG 8,Viet Nam,VN,555725.880000,23/2019/HĐXD-WB8,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P131825,Health Professionals Education and Training for Health System Reforms,Civil Works,Request for Bids,Education;Health,1611842,Sound proofing system for lecture hall- Second stage,2020-02-03,CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ VÀ PHÁT TRIỂN XÂY DỰNG HÀ NỘI,Viet Nam,VN,101388.770000,32/2020/HĐKT/YTCC-XDHN,Post
2024-10-05,2018,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Consultant Services,Consultant Qualification  Selection,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611849,G&#243;i th&#7847;u C1-BK-CS2: T&#432; v&#7845;n l&#7853;p c&#225;c b&#225;o c&#225;o ch&#237;nh s&#225;ch an to&#224;n x&#227; h&#7897;i,2018-03-21,CÔNG TY CỔ PHẦN NƯỚC VÀ MÔI TRƯỜNG VIỆT NAM,Viet Nam,VN,42900.030000,C1-BK-CS2,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611851,L&#244; 1: S&#7917;a ch&#7919;a v&#224; n&#226;ng cao an to&#224;n h&#7891; C&#7915;a v&#224; Khe R&#432;ng,2019-09-23,TỔNG CÔNG TY XÂY DỰNG NÔNG NGHIỆP VÀ PTNT THANH HÓA - CÔNG TY CỔ PH,Viet Nam,VN,204188.190000,C1-TTH-W2 LOT1,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611851,L&#244; 1: S&#7917;a ch&#7919;a v&#224; n&#226;ng cao an to&#224;n h&#7891; C&#7915;a v&#224; Khe R&#432;ng,2019-09-23,CÔNG TY CỔ PHẦN CÔNG NGHỆ SINH THÁI VIỆT,Viet Nam,VN,204188.190000,C1-TTH-W2 LOT1,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611851,L&#244; 1: S&#7917;a ch&#7919;a v&#224; n&#226;ng cao an to&#224;n h&#7891; C&#7915;a v&#224; Khe R&#432;ng,2019-09-23,CÔNG TY TNHH MỘT THÀNH VIÊN RỒNG VIỆT,Viet Nam,VN,204188.190000,C1-TTH-W2 LOT1,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611851,L&#244; 1: S&#7917;a ch&#7919;a v&#224; n&#226;ng cao an to&#224;n h&#7891; C&#7915;a v&#224; Khe R&#432;ng,2019-09-23,CÔNG TY TNHH HOÀNG NGỌC,Viet Nam,VN,204188.190000,C1-TTH-W2 LOT1,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611878,L&#244; 2: S&#7917;a ch&#7919;a v&#224; n&#226;ng cao an to&#224;n &#273;&#7853;p h&#7891; Ka t&#432; v&#224; T&#224; Rinh,2019-09-23,TỔNG CÔNG TY XÂY DỰNG NÔNG NGHIỆP VÀ PTNT THANH HÓA - CÔNG TY CỔ PH,Viet Nam,VN,196744.670000,C1-TTH-W2 LOT2,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611878,L&#244; 2: S&#7917;a ch&#7919;a v&#224; n&#226;ng cao an to&#224;n &#273;&#7853;p h&#7891; Ka t&#432; v&#224; T&#224; Rinh,2019-09-23,CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ XÂY DỰNG LONG PHỤNG,Viet Nam,VN,196744.670000,C1-TTH-W2 LOT2,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611878,L&#244; 2: S&#7917;a ch&#7919;a v&#224; n&#226;ng cao an to&#224;n &#273;&#7853;p h&#7891; Ka t&#432; v&#224; T&#224; Rinh,2019-09-23,CÔNG TY CỔ PHẦN XÂY DỰNG NÔNG NGHIỆP VÀ PTNT 1 THANH HÓA,Viet Nam,VN,196744.670000,C1-TTH-W2 LOT2,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611879,L&#244; 3: S&#7917;a ch&#7919;a v&#224; n&#226;ng cao an to&#224;n h&#7891; N&#259;m L&#259;ng v&#224; Ba C&#7917;a,2019-09-23,CÔNG TY CỔ PHẦN CÔNG NGHỆ SINH THÁI VIỆT,Viet Nam,VN,150085.380000,C1-TTH-W2 LOT3,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611879,L&#244; 3: S&#7917;a ch&#7919;a v&#224; n&#226;ng cao an to&#224;n h&#7891; N&#259;m L&#259;ng v&#224; Ba C&#7917;a,2019-09-23,CÔNG TY TNHH GIANG SƠN,Viet Nam,VN,150085.380000,C1-TTH-W2 LOT3,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611879,L&#244; 3: S&#7917;a ch&#7919;a v&#224; n&#226;ng cao an to&#224;n h&#7891; N&#259;m L&#259;ng v&#224; Ba C&#7917;a,2019-09-23,CÔNG TY TNHH PHÚC THỊNH,Viet Nam,VN,150085.380000,C1-TTH-W2 LOT3,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611879,L&#244; 3: S&#7917;a ch&#7919;a v&#224; n&#226;ng cao an to&#224;n h&#7891; N&#259;m L&#259;ng v&#224; Ba C&#7917;a,2019-09-23,CÔNG TY CỔ PHẦN XÂY DỰNG 26,Viet Nam,VN,150085.380000,C1-TTH-W2 LOT3,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Consultant Services,Consultant Qualification  Selection,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611906,"T&#431; V&#7844;N KH&#7842;O S&#193;T, L&#7852;P THI&#7870;T K&#7870; BVTC - T&#7892;NG D&#7920; TO&#193;N V&#192; K&#7870; HO&#7840;CH &#7912;NG PH&#211; KH&#7848;N C&#7844;P",2020-01-24,CÔNG TY TNHH TƯ VẤN TRƯỜNG ĐẠI HỌC THỦY LỢI,Viet Nam,VN,228453.260000,C1-LAMDONG-CS2,Post
2024-10-05,2019,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Consultant Services,Consultant Qualification  Selection,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611928,"T&#432; v&#7845;n kh&#7843;o s&#225;t, thi&#7871;t k&#7871; BVTC, t&#7893;ng d&#7921; to&#225;n 14 h&#7891; v&#224; l&#7853;p k&#7871; ho&#7841;ch &#7913;ng ph&#243; kh&#7849;n c&#7845;p h&#7891; &#273;&#7897;i 2",2019-03-20,"LIÊN DANH CÔNG TY CỔ PHẦN TƯ VẤN KHẢO SÁT, THIẾT KẾ VÀ XÂY DỰ",Viet Nam,VN,255588.990000,C1-HAGIANG-CS1,Post
2024-10-05,2019,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Consultant Services,Consultant Qualification  Selection,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611931,H&#7906;P &#272;&#7890;NG GI&#193;M S&#193;T THI C&#212;NG X&#194;Y D&#7920;NG C&#212;NG TR&#204;NH - L&#194;PK K&#7870; HO&#7840;CH &#7912;NG PH&#211; KH&#7848;N C&#7844;P,2018-08-08,-	CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG THỦY LỢI 3 ( HEC3),Viet Nam,VN,91114.670000,C1-LD-DT-CS1,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611934,"L&#244; 1: X&#226;y l&#7855;p, B&#7843;o hi&#7875;m, h&#7841;ng m&#7909;c chung h&#7891; R&#224;o B&#259;ng",2019-07-02,CÔNG TY TNHH XÂY DỰNG HÀ PHƯƠNG ANH,Viet Nam,VN,335120.010000,69/HĐXL,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611934,"L&#244; 1: X&#226;y l&#7855;p, B&#7843;o hi&#7875;m, h&#7841;ng m&#7909;c chung h&#7891; R&#224;o B&#259;ng",2019-07-02,CÔNG TY CP TƯ VẤN VÀ ĐẦU TƯ XÂY DỰNG THIÊN HOÀNG,Viet Nam,VN,335120.010000,69/HĐXL,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611934,"L&#244; 1: X&#226;y l&#7855;p, B&#7843;o hi&#7875;m, h&#7841;ng m&#7909;c chung h&#7891; R&#224;o B&#259;ng",2019-07-02,CÔNG TY CP XÂY DỰNG CÔNG TRÌNH HÀ THÀNH,Viet Nam,VN,335120.010000,69/HĐXL,Post
2024-10-05,2019,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Consultant Services,Consultant Qualification  Selection,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611940,"G&#243;i th&#7847;u C1-YB-CS6: Kh&#7843;o s&#225;t m&#7889;i, l&#7853;p h&#7891; s&#417; x&#7917; l&#253; m&#7889;i Ti&#7875;u d&#7921; &#225;n s&#7917;a ch&#7919;a, n&#226;ng cao an to&#224;n &#273;&#7853;p t&#7881;nh Y&#234;n B&#225;i",2018-11-15,CÔNG TY CỔ PHẦN PHÒNG TRỪ MỐI VIỆT NAM,Viet Nam,VN,17020.540000,52/2018/HĐ-TV,Post
2024-10-05,2019,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Consultant Services,Consultant Qualification  Selection,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611940,"G&#243;i th&#7847;u C1-YB-CS6: Kh&#7843;o s&#225;t m&#7889;i, l&#7853;p h&#7891; s&#417; x&#7917; l&#253; m&#7889;i Ti&#7875;u d&#7921; &#225;n s&#7917;a ch&#7919;a, n&#226;ng cao an to&#224;n &#273;&#7853;p t&#7881;nh Y&#234;n B&#225;i",2018-11-15,CÔNG TY CỔ PHẦN BẮC ĐẠI DƯƠNG,Viet Nam,VN,17020.540000,52/2018/HĐ-TV,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611942,"L&#244; 2: c&#225;c h&#7891; La Ng&#224;, Thanh Th&#7911;y",2019-07-10,CÔNG TY CP XÂY DỰNG VÀ THƯƠNG MẠI TÂN BÌNH MẠNH,Viet Nam,VN,605458.560000,76 /HĐXL,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611942,"L&#244; 2: c&#225;c h&#7891; La Ng&#224;, Thanh Th&#7911;y",2019-07-10,CÔNG TY CP XÂY DỰNG VÀ NHÂN LỰC VIỆT NAM,Viet Nam,VN,605458.560000,76 /HĐXL,Post
2024-10-05,2019,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611944,"L&#244; 1: X&#226;y l&#7855;p, B&#7843;o hi&#7875;m, h&#7841;ng m&#7909;c chung h&#7891; &#272;&#7891;n H&#250;ng",2019-06-26,CÔNG TY TNHH MINH QUANG,Viet Nam,VN,1540225.700000,55/HĐXL,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Consultant Services,Consultant Qualification  Selection,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611945,"C1-YB-CS7: Gi&#225;m s&#225;t thi c&#244;ng x&#226;y d&#7921;ng Ti&#7875;u d&#7921; &#225;n S&#7917;a ch&#7919;a, n&#226;ng cao an to&#224;n &#273;&#7853;p t&#7881;nh Y&#234;n B&#225;i",2019-11-08,CÔNG TY TNHH TƯ VẤN TRƯỜNG ĐẠI HỌC THỦY LỢI,Viet Nam,VN,68454.400000,62/2019/HĐ-TV,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Consultant Services,Consultant Qualification  Selection,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611945,"C1-YB-CS7: Gi&#225;m s&#225;t thi c&#244;ng x&#226;y d&#7921;ng Ti&#7875;u d&#7921; &#225;n S&#7917;a ch&#7919;a, n&#226;ng cao an to&#224;n &#273;&#7853;p t&#7881;nh Y&#234;n B&#225;i",2019-11-08,CÔNG TY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ LHC VIỆT NAM,Viet Nam,VN,68454.400000,62/2019/HĐ-TV,Post
2024-10-05,2019,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Consultant Services,Consultant Qualification  Selection,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611949,T&#431; V&#7844;N L&#7852;P B&#193;O C&#193;O CH&#205;NH S&#205;CH AN TO&#192;N M&#212;I TR&#431;&#7900;NG X&#195; H&#7896;I,2019-01-07,CÔNG TY TNHH TƯ VẤN ĐẦU TƯ VÀ BẢO VỆ MÔI TRƯỜNG E.P.C,Viet Nam,VN,38581.520000,C1-LAMDONG-CS1,Post
2024-10-05,2019,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Consultant Services,Consultant Qualification  Selection,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611949,T&#431; V&#7844;N L&#7852;P B&#193;O C&#193;O CH&#205;NH S&#205;CH AN TO&#192;N M&#212;I TR&#431;&#7900;NG X&#195; H&#7896;I,2019-01-07,CÔNG TY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ LHC VIỆT NAM,Viet Nam,VN,38581.520000,C1-LAMDONG-CS1,Post
2024-10-05,2019,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611954,"L&#244; 2: X&#226;y l&#7855;p, B&#7843;o hi&#7875;m, h&#7841;ng m&#7909;c chung c&#225;c h&#7891; 271, H&#7891; 3/9",2019-06-26,CÔNG TY TNHH NHÂN THÀNH,Viet Nam,VN,263217.050000,56/HĐXL,Post
2024-10-05,2019,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611954,"L&#244; 2: X&#226;y l&#7855;p, B&#7843;o hi&#7875;m, h&#7841;ng m&#7909;c chung c&#225;c h&#7891; 271, H&#7891; 3/9",2019-06-26,CÔNG TY TNHH 1 THÀNH VIÊN XÂY DỰNG VÀ DỊCH VỤ SÔNG LAM,Viet Nam,VN,263217.050000,56/HĐXL,Post
2024-10-05,2019,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611954,"L&#244; 2: X&#226;y l&#7855;p, B&#7843;o hi&#7875;m, h&#7841;ng m&#7909;c chung c&#225;c h&#7891; 271, H&#7891; 3/9",2019-06-26,CÔNG TY TNHH XD CHÂU AN,Viet Nam,VN,263217.050000,56/HĐXL,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611957,L&#244; 1: h&#7891; K&#7867; S&#7863;t,2019-07-01,CÔNG TY TNHH TÂN HỒNG,Viet Nam,VN,555135.770000,65 /HĐXL,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611957,L&#244; 1: h&#7891; K&#7867; S&#7863;t,2019-07-01,CÔNG TY CỔ PHẦN ĐẦU TƯ THÀNH CÔNG,Viet Nam,VN,555135.770000,65 /HĐXL,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611960,"L&#244; 2: S&#7917;a ch&#7919;a v&#224; n&#226;ng cao an to&#224;n H&#7891; Ea Blong th&#432;&#7907;ng, h&#7891; Ea KMi&#234;n 3
Nh&#224; th&#7847;u: LD C&#244;ng ty TNHH X&#226;y d&#7921;ng H&#7891;ng H&#224; - C&#244;ng ty C&#7893; ph&#7847;n XD &#272;&#7855;k L&#7855;k-C&#244;ng ty TNHH XD & TM K&#7923; Nguy&#234;n
Gi&#225;: : 17.202.788.000VND",2019-12-06,CÔNG TY TNHH XD & TM KỲ NGUYÊN,Viet Nam,VN,244612.180000,15/HĐXL/C1-DL-TDAI-W2,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611960,"L&#244; 2: S&#7917;a ch&#7919;a v&#224; n&#226;ng cao an to&#224;n H&#7891; Ea Blong th&#432;&#7907;ng, h&#7891; Ea KMi&#234;n 3
Nh&#224; th&#7847;u: LD C&#244;ng ty TNHH X&#226;y d&#7921;ng H&#7891;ng H&#224; - C&#244;ng ty C&#7893; ph&#7847;n XD &#272;&#7855;k L&#7855;k-C&#244;ng ty TNHH XD & TM K&#7923; Nguy&#234;n
Gi&#225;: : 17.202.788.000VND",2019-12-06,CÔNG TY TNHH XÂY DỰNG HỒNG HÀ,Viet Nam,VN,244612.180000,15/HĐXL/C1-DL-TDAI-W2,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611960,"L&#244; 2: S&#7917;a ch&#7919;a v&#224; n&#226;ng cao an to&#224;n H&#7891; Ea Blong th&#432;&#7907;ng, h&#7891; Ea KMi&#234;n 3
Nh&#224; th&#7847;u: LD C&#244;ng ty TNHH X&#226;y d&#7921;ng H&#7891;ng H&#224; - C&#244;ng ty C&#7893; ph&#7847;n XD &#272;&#7855;k L&#7855;k-C&#244;ng ty TNHH XD & TM K&#7923; Nguy&#234;n
Gi&#225;: : 17.202.788.000VND",2019-12-06,CÔNG TY CỔ PHẦN XD ĐẮK LẮK,Viet Nam,VN,244612.180000,15/HĐXL/C1-DL-TDAI-W2,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611961,"L&#244; 3: S&#7917;a ch&#7919;a v&#224; n&#226;ng cao an to&#224;n H&#7891; Ea Nao Dar, h&#7891; Ea Ng&#225;ch v&#224; h&#7891; Ea Br&#417; 2 
Nh&#224; th&#7847;u: C&#244;ng ty C&#7893; ph&#7847;n &#272;&#7847;u t&#432; v&#224; X&#226;y d&#7921;ng Th&#7911;y l&#7907;i L&#226;m &#272;&#7891;ng; 
Gi&#225; tr&#250;ng th&#7847;u: 29.641.835.000 VND",2019-12-06,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG THỦY LỢI LÂM ĐỒNG,Viet Nam,VN,1264461.400000,16/HĐXL/C1-DL-TDAI-W2,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611962,"L&#244; 2: h&#7891; Tu&#7847;n, Khe Du",2019-07-01,CÔNG TY CP ĐẦU TƯ XÂY DỰNG VÀ PHÁT TRIỂN THƯƠNG MẠI HÀ TĨNH,Viet Nam,VN,137722.820000,66/HĐXL,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611962,"L&#244; 2: h&#7891; Tu&#7847;n, Khe Du",2019-07-01,CÔNG TY CPXD VÀ THƯƠNG MẠI TỔNG HỢP HOÀNG PHÚC,Viet Nam,VN,137722.820000,66/HĐXL,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611962,"L&#244; 2: h&#7891; Tu&#7847;n, Khe Du",2019-07-01,CÔNG TY CPXD NAM TRƯỜNG THÀNH,Viet Nam,VN,137722.820000,66/HĐXL,Post
2024-10-05,2020,EAST ASIA AND PACIFIC,Vietnam,VN,P152309,Vietnam Dam Rehabilitation and Safety Improvement Project,Consultant Services,Consultant Qualification  Selection,"Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1611963,"T&#432; v&#7845;n gi&#225;m s&#225;t thi c&#244;ng x&#226;y l&#7855;p c&#244;ng tr&#236;nh, gi&#225;m s&#225;t ch&#237;nh s&#225;ch an to&#224;n m&#244;i tr&#432;&#7901;ng-x&#227; h&#7897;i v&#224; quan tr&#7855;c m&#244;i tr&#432;&#7901;ng",2020-03-18,LIÊN DANH CÔNG TY TNHH TƯ VẤN ĐTXD ĐÔNG DƯƠNG HÀ GIANG & CÔNG TY TNHH,Viet Nam,VN,243693.520000,C1-HAGIANG-CS2,Post
