DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2013-0430-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Nari (SAnti),VNM,Viet Nam,South-eastern Asia,Asia,"Da Nang City, Quang Nam, Thua Thien - Hue, Quang Ngai provinces",,,No,No,No,,133,Kph,,,,2013,10,10,2013,10,15,20,154,109600,,109754,,,,,76000,95476,79.60130942,"[{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2013-11-26,2023-09-25
2013-0433-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2013-000139,Typhoon Haiyan (Yolanda),VNM,Viet Nam,South-eastern Asia,Asia,"Quang Ninh, Hai Phong City, Bac Giang, Quang Ngai, Thanh Hoa, Nghe An, Ha Tinh, Quang Tri, Thua Thien - Hue, Da Nang City, Quang Nam provinces",,,No,No,No,,102,Kph,,,,2013,11,11,2013,11,11,16,89,12630,375,13094,,,,,734000,922095,79.60130942,"[{""adm1_code"":3329,""adm1_name"":""Bac Giang""},{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3351,""adm1_name"":""Hai Phong City""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3375,""adm1_name"":""Quang Ninh""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2013-11-19,2023-09-25
2013-0443-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Quang Ngai, Binh Dinh, Quang Nam, Da Nang City, Phu Yen, Gia Lai, Kon Tum provinces",Tropical depression Podul,,No,No,No,,48985,Km2,15.58,107.7,Mekong river,2013,11,14,2013,11,20,47,66,2127865,2070,2130001,,,,,72000,90451,79.60130942,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""}]",2014-03-20,2023-09-25
2013-0464-VNM,No,tec-ind-exp-exp,Technological,Industrial accident,Explosion (Industrial),Explosion (Industrial),,Military Firework factory,VNM,Viet Nam,South-eastern Asia,Asia,Thanh Ba district (Phu Tho province),,,No,No,No,,,m3,,,,2013,10,12,2013,10,12,24,97,4385,30,4512,,,,,,,79.60130942,,2014-03-25,2023-09-25
2014-0203-VNM,No,tec-tra-air-air,Technological,Transport,Air,Air,,Helicopter,VNM,Viet Nam,South-eastern Asia,Asia,HanoÃ¯,,,No,No,No,,,,,,,2014,7,7,2014,7,7,16,5,,,5,,,,,,,80.89262372,,2014-07-07,2023-09-25
2014-0227-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2014-000092,Typhoon Rammasun (Glenda),VNM,Viet Nam,South-eastern Asia,Asia,Mong Cai Township district (Quang Ninh province),,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2014,7,19,2014,7,20,27,,36000,,36000,,,,,6200,7664,80.89262372,"[{""adm2_code"":74195,""adm2_name"":""Mong Cai Township""}]",2014-07-22,2023-09-25
2014-0390-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Kalmaegi (Luis),VNM,Viet Nam,South-eastern Asia,Asia,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Ha Tinh, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Nghe An, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai provinces",,,No,No,No,,130,Kph,,,,2014,9,16,2014,9,16,11,,11325,,11325,,,,,4500,5563,80.89262372,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3329,""adm1_name"":""Bac Giang""},{""adm1_code"":3331,""adm1_name"":""Bac Ninh""},{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":3346,""adm1_name"":""Ha Nam""},{""adm1_code"":3347,""adm1_name"":""Ha Noi City""},{""adm1_code"":3348,""adm1_name"":""Ha Tay""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3350,""adm1_name"":""Hai Duong""},{""adm1_code"":3351,""adm1_name"":""Hai Phong City""},{""adm1_code"":3353,""adm1_name"":""Hoa Binh""},{""adm1_code"":3354,""adm1_name"":""Hung Yen""},{""adm1_code"":3360,""adm1_name"":""Lang Son""},{""adm1_code"":3364,""adm1_name"":""Nam Dinh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3367,""adm1_name"":""Ninh Binh""},{""adm1_code"":3369,""adm1_name"":""Phu Tho""},{""adm1_code"":3375,""adm1_name"":""Quang Ninh""},{""adm1_code"":3378,""adm1_name"":""Son La""},{""adm1_code"":3380,""adm1_name"":""Thai Binh""},{""adm1_code"":3381,""adm1_name"":""Thai Nguyen""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3387,""adm1_name"":""Tuyen Quang""},{""adm1_code"":3389,""adm1_name"":""Vinh Phuc""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""},{""adm1_code"":73936,""adm1_name"":""Dien Bien""},{""adm1_code"":73938,""adm1_name"":""Lai Chau""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""}]",2014-10-10,2023-09-25
2014-0474-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Sinlaku' (Queenie),VNM,Viet Nam,South-eastern Asia,Asia,"Phu Yen, Binh Dinh provinces",,,No,No,No,,,Kph,,,,2014,11,30,2014,11,30,,,750,,750,,,,,,,80.89262372,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""}]",2014-12-12,2023-09-25
2015-0252-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,DFO:4268,Tropical storm Kujira,VNM,Viet Nam,South-eastern Asia,Asia,Son La province,,,No,No,No,,,Kph,,,,2015,6,24,2015,6,29,7,,,115,115,,,,,,,80.98857899,"[{""adm1_code"":3378,""adm1_name"":""Son La""}]",2015-07-15,2023-09-25
2015-0292-VNM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,DFO:4280,,VNM,Viet Nam,South-eastern Asia,Asia,Quang Ninh province,Torrential rain,"Slide (land, mud, snow, rock)",No,No,No,,24336.74,Km2,20.8137,106.86,,2015,7,25,2015,8,5,32,,15000,,15000,,,,,204000,251887,80.98857899,"[{""adm1_code"":3375,""adm1_name"":""Quang Ninh""}]",2015-07-28,2023-09-25
2015-0460-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4293,,VNM,Viet Nam,South-eastern Asia,Asia,"Minh Tien village (Vi Xuyen district, Ha Giang province), Khanh Hoa, Cao Bang, Lai Chau, Dong Na, Lam Dong, Binh Thuan, An Giang, Dong Thap provinces",Torrential rains,,No,No,No,,192886.73,Km2,20.567,104.762,,2015,9,7,2015,9,11,2,,100,,100,,,,,,,80.98857899,"[{""adm1_code"":3326,""adm1_name"":""An Giang""},{""adm1_code"":3336,""adm1_name"":""Binh Thuan""},{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3342,""adm1_name"":""Dong Nai""},{""adm1_code"":3343,""adm1_name"":""Dong Thap""},{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""},{""adm1_code"":3359,""adm1_name"":""Lam Dong""},{""adm1_code"":73938,""adm1_name"":""Lai Chau""},{""adm2_code"":32321,""adm2_name"":""Vi Xuyen""}]",2015-10-14,2023-09-25
2015-0591-VNM,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Bulk carrier,VNM,Viet Nam,South-eastern Asia,Asia,"North Pacific ocean, Vung Tau",,,No,No,No,,,,,,,2015,1,2,2015,1,2,18,,,,,,,,,,,80.98857899,,2016-04-05,2023-09-25
2015-0620-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone Vamco,VNM,Viet Nam,South-eastern Asia,Asia,"Da Nang, Quang Nam (Duy Xuyen, Nong Son districts), Quand Ngai (Ly Son District), Thanh Hoa",,Flood,No,No,No,,,Kph,,,,2015,9,14,2015,9,14,11,,,,,,,,,218,269,80.98857899,"[{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""}]",2018-05-24,2023-09-25
2015-9617-VNM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2015-000180,,VNM,Viet Nam,South-eastern Asia,Asia,"An Giang, Ba Ria-Vung Tau, Ben Tre, Binh Dinh, Binh Duong, Binh Phuoc, Binh Thuan, Can Tho city, Dak Lak, Dak Nong, Dong Nai, Dong Thap, Gia Lai, Hau Giang, Ho Chi Minh City, Khanh Hoa, Kon Tum, Lam Dong, Long An, Ninh Thuan, Phu Yen, Quang Nam, Quang Ngai, Soc Trang, Tay Ninh, Tien Giang, Tra Vinh, Vinh Long provinces","Lack of rainfall, El NIno",,Yes,No,No,,,Km2,,,,2015,12,,2017,2,,,,1750000,,1750000,,,,,6750000,8334508,80.98857899,"[{""adm1_code"":3326,""adm1_name"":""An Giang""},{""adm1_code"":3327,""adm1_name"":""Ba Ria-Vung Tau""},{""adm1_code"":3332,""adm1_name"":""Ben Tre""},{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3334,""adm1_name"":""Binh Duong""},{""adm1_code"":3335,""adm1_name"":""Binh Phuoc""},{""adm1_code"":3336,""adm1_name"":""Binh Thuan""},{""adm1_code"":3342,""adm1_name"":""Dong Nai""},{""adm1_code"":3343,""adm1_name"":""Dong Thap""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3352,""adm1_name"":""Ho Chi Minh City""},{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3359,""adm1_name"":""Lam Dong""},{""adm1_code"":3362,""adm1_name"":""Long An""},{""adm1_code"":3368,""adm1_name"":""Ninh Thuan""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3377,""adm1_name"":""Soc Trang""},{""adm1_code"":3379,""adm1_name"":""Tay Ninh""},{""adm1_code"":3384,""adm1_name"":""Tien Giang""},{""adm1_code"":3386,""adm1_name"":""Tra Vinh""},{""adm1_code"":3388,""adm1_name"":""Vinh Long""},{""adm1_code"":73933,""adm1_name"":""Can Tho city""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""},{""adm1_code"":73935,""adm1_name"":""Dak Nong""},{""adm1_code"":73937,""adm1_name"":""Hau Giang""}]",2016-03-15,2023-09-25
2016-0268-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Storm Mirinae,VNM,Viet Nam,South-eastern Asia,Asia,"Nam Dinh, Thai Binh and Ninh Binh provinces",,,No,No,No,,88,Kph,,,,2016,7,28,2016,7,28,1,5,191745,,191750,,,,,191000,232897,82.0103309,"[{""adm1_code"":3364,""adm1_name"":""Nam Dinh""},{""adm1_code"":3367,""adm1_name"":""Ninh Binh""},{""adm1_code"":3380,""adm1_name"":""Thai Binh""}]",2016-08-04,2023-09-25
2016-0362-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Aere,VNM,Viet Nam,South-eastern Asia,Asia,"Thua Thien-Hue, Quang Tri, Quang Binh, Ha Tinh, Nghe An provinces",,Flood,No,No,No,,,Kph,,,,2016,10,13,2016,10,15,34,,610000,,610000,,,,,350000,426776,82.0103309,"[{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2016-11-16,2023-09-25
2016-0371-VNM,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Typhoon Carina (Nida),VNM,Viet Nam,South-eastern Asia,Asia,"Muong Kuon, Bao Xat, Bao Thang, Sa Pa",,Flood,No,No,No,,,Kph,,,,2016,8,2,2016,8,2,25,,180000,2500,182500,,,,,144000,175588,82.0103309,"[{""adm2_code"":32441,""adm2_name"":""Bao Thang""},{""adm2_code"":32442,""adm2_name"":""Bat Xat""},{""adm2_code"":32443,""adm2_name"":""Muong Khuong""},{""adm2_code"":32444,""adm2_name"":""Sa Pa""}]",2016-11-17,2023-09-25
2016-0379-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Dianmu,VNM,Viet Nam,South-eastern Asia,Asia,"Hai Phong City, Quang Ninh, Yen Bai, Phu Tho, Lai Chau, Dien Bien, Son La, Hoa Binh, Than Hoa, Lao Cai, Bac Giang, Nghe An provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,"Luc Nam, Thoung, Ma, Buoi, Tao river",2016,8,18,2016,8,21,11,15,11075,,11090,,,,,157,191,82.0103309,"[{""adm1_code"":3329,""adm1_name"":""Bac Giang""},{""adm1_code"":3351,""adm1_name"":""Hai Phong City""},{""adm1_code"":3353,""adm1_name"":""Hoa Binh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3369,""adm1_name"":""Phu Tho""},{""adm1_code"":3375,""adm1_name"":""Quang Ninh""},{""adm1_code"":3378,""adm1_name"":""Son La""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""},{""adm1_code"":73936,""adm1_name"":""Dien Bien""},{""adm1_code"":73938,""adm1_name"":""Lai Chau""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""}]",2016-11-17,2023-09-25
2016-0400-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,DFO:4410|GLIDE:TC-2016-000111,,VNM,Viet Nam,South-eastern Asia,Asia,"Quang Binh (Minh Hoa, Tuyen Hoa), Ha Tinh (Huong Khe), Nghe An, Quang Tri (Vinh Linh, Hai Lang, Trieu Phong), Thua Thien Hue provinces",Monsoonal rains,,No,No,No,,63641.54,Km2,16.004,107.68,,2016,10,9,2016,10,16,35,30,659390,195,659615,,,,,104280,127155,82.0103309,"[{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2016-11-18,2023-09-25
2016-0414-VNM,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Karaoke bar,VNM,Viet Nam,South-eastern Asia,Asia,Hanoi,,,No,No,No,,,,,,,2016,11,1,2016,11,1,13,,,,,,,,,,,82.0103309,,2016-11-21,2023-09-25
2016-0497-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4429|GLIDE:FL-2016-000133-VNM,,VNM,Viet Nam,South-eastern Asia,Asia,"Thua Thien - Hue, Quang Nam, Quang Ngai, Binh Dinh provinces",Heavy rains,,No,No,No,,44341.22,Km2,,,,2016,12,12,2016,12,20,27,16,559255,2850,562121,,,,,35000,42678,82.0103309,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2016-12-20,2023-09-25
2016-0514-VNM,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Dengue,VNM,Viet Nam,South-eastern Asia,Asia,,,,No,No,No,,,Vaccinated,,,,2016,1,1,2016,9,30,27,79204,,,79204,,,,,,,82.0103309,,2017-01-04,2023-09-25
2016-0517-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Ha Tinh (Huong Khe, Huong Son, Vu Quang, Cam Xuyen, Duc Tho), Quang Binh (Bo Trach, Quang Trach (Ba Don), Tuyen Hoan, Le Thuy, Minh Hoa), Quang Tri (Vinh Linh, Hai Lang, Trieu Phong, Cam Lo); Quang Ngai, Gia Lai, Dak Lak, Binh Dinh, Phu Yen, Khanh Hoa, Ninh Thuan",,,No,No,No,,,Km2,,,,2016,10,30,2016,11,5,21,,205205,1135,206340,,,,,22000,26826,82.0103309,,2017-01-05,2023-09-25
2016-0573-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Thanh Hóa, Lào Cai, Yên Bái, Bac Kan, Dien Bien, Ha Thin, Son La, Thai Nguyen",Torrential rainfall,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2016,8,12,2016,8,14,8,4,410,95,509,,,,,,,82.0103309,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3378,""adm1_name"":""Son La""},{""adm1_code"":3381,""adm1_name"":""Thai Nguyen""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""},{""adm1_code"":73936,""adm1_name"":""Dien Bien""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""}]",2017-05-31,2023-09-25
2017-0259-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Ha Giang, Lao Cai, Dien Bien, Yen Bai (Mu Cang Chai district), Tuyen Quang, Thai Nguyen, Lai Chau, Bac Kan, Cao Bang (Hoa An district), Binh Thuan, An Giang, Cà Mau (Nam Can, Ngoc Hien and Dam Doi districts) Provinces",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2017,6,27,2017,7,5,1,4,4100,,4104,,,,,355,424,83.75725455,"[{""adm1_code"":3326,""adm1_name"":""An Giang""},{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3336,""adm1_name"":""Binh Thuan""},{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3339,""adm1_name"":""Ca Mau""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":3381,""adm1_name"":""Thai Nguyen""},{""adm1_code"":3387,""adm1_name"":""Tuyen Quang""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""},{""adm1_code"":73936,""adm1_name"":""Dien Bien""},{""adm1_code"":73938,""adm1_name"":""Lai Chau""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""}]",2017-07-18,2023-09-25
2017-0270-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Thai Nguyen, Ha Giang, Dien Bien, Hoa Binh, Cao Bang",Heavy rainfall,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2017,7,7,2017,7,10,14,,400,,400,,,,,1300,1552,83.75725455,"[{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":3353,""adm1_name"":""Hoa Binh""},{""adm1_code"":3381,""adm1_name"":""Thai Nguyen""},{""adm1_code"":73936,""adm1_name"":""Dien Bien""}]",2017-07-18,2023-09-25
2017-0281-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical Storm Talas,VNM,Viet Nam,South-eastern Asia,Asia,"Thanh Hoa, Nghe An (Hon Ngu beach, Cua Lo district), Ha Tinh, Ha Noi city (Nhà Xanh Market in Câu Giây District)",,,No,No,No,,95,Kph,,,,2017,7,17,2017,7,18,9,,21000,,21000,,,,,71000,84769,83.75725455,"[{""adm1_code"":3347,""adm1_name"":""Ha Noi City""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""}]",2017-07-26,2023-09-25
2017-0337-VNM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Yen Bai (Mu Cang Chai district), Son La (Muong La), Bac Kan, Lai Chau (Nam-Ho Dien Bien district), Dien Bien",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,Da river,2017,8,3,2017,8,3,39,21,3000,1140,4161,,,,,88000,105066,83.75725455,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3378,""adm1_name"":""Son La""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""},{""adm1_code"":73936,""adm1_name"":""Dien Bien""},{""adm1_code"":73938,""adm1_name"":""Lai Chau""}]",2017-08-16,2023-09-25
2017-0352-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Hato',VNM,Viet Nam,South-eastern Asia,Asia,Lao Cai (Sa Pa district),,,No,No,No,,,Kph,,,,2017,8,24,2017,8,24,1,1,,,1,,,,,1430000,1707315,83.75725455,"[{""adm1_code"":73939,""adm1_name"":""Lao Cai""}]",2018-03-05,2023-09-25
2017-0406-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2017-000131,Typhoon 'Doksuri',VNM,Viet Nam,South-eastern Asia,Asia,"Nghe An, Ha Tinh, Thanh Hoa, Quang Binh, Quang Tri, Thua Thien-Hue, Hoa Binh ",,,No,No,No,,185,Kph,,,,2017,9,15,2017,9,16,14,112,691900,,692012,,,,,484000,577860,83.75725455,"[{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3353,""adm1_name"":""Hoa Binh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2017-10-05,2023-09-25
2017-0422-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2017-000159,Typhoon 'Damrey' / 'Ramil',VNM,Viet Nam,South-eastern Asia,Asia,"Khanh Hoa, Phu Yên, Binh Dinh, Dak Lak, Gia Lai, Dak Nông, Lâm Dông, Quang Nam, Quang Ngai, Kon Tum",,Flood,Yes,No,No,,130,Kph,,,,2017,11,4,2017,11,5,123,,4330000,,4330000,,,,,1000000,1193926,83.75725455,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3359,""adm1_name"":""Lam Dong""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""},{""adm1_code"":73935,""adm1_name"":""Dak Nong""}]",2017-11-06,2023-09-25
2017-0428-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FF-2017-000152,,VNM,Viet Nam,South-eastern Asia,Asia,"Thanh Hoa, Nghe An, Ha Tinh, Hoa Binh, Yen Bai (V?n Tr?n, Tr?m T?u districts, Ngh?a L? Town), Son La, Quang Tri, Ha Noi (Nam Hai, Chong My), Phu Tho, Ha Nam",Tropical Depression 23W,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,"Mã, La, Ngàn Sâu, and Ngàn Ph? Rivers",2017,10,8,2017,10,16,75,38,40000,,40038,,,,,0,0,83.75725455,"[{""adm1_code"":3346,""adm1_name"":""Ha Nam""},{""adm1_code"":3347,""adm1_name"":""Ha Noi City""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3353,""adm1_name"":""Hoa Binh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3369,""adm1_name"":""Phu Tho""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3378,""adm1_name"":""Son La""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""}]",2017-11-06,2023-09-25
2017-0492-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4541,,VNM,Viet Nam,South-eastern Asia,Asia,"Quang Tri, Thua Thien-Hue, Da Nang, Quang Nam, Quang Ngai, Binh Dinh",Tropical depression,,No,No,No,,27646.32,Km2,11.664,108.399,Cu De River,2017,11,19,2017,11,24,8,,41500,,41500,,,,,,,83.75725455,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2017-11-28,2023-09-25
2018-0095-VNM,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Building 'Carina Plaza',VNM,Viet Nam,South-eastern Asia,Asia,Ho Chi Minh,,,No,No,No,,,,,,,2018,3,22,2018,3,23,13,10,,,10,,,,,,,85.80302606,,2018-03-26,2023-09-25
