STT;Tên trang thiết bị;Chủng loại  (model) / Mã sản phẩm;Số lưu hành hoặc số giấy phép nhập khẩu;Năm sản xuất;Nước sản xuất;Hãng sản xuất;Hãng/ nước chủ sở hữu;Đơn vị tính; Số lượng ; Đơn giá trúng thầu (VNĐ) ;Tính năng kỹ thuật cơ bản;Đơn vị trúng thầu;Mã số thuế của đơn vị trúng thầu;Tên cơ sở y tế tổ chức đấu thầu;Số/ngày ban hành Quyết định trúng thầu;;;;;;;;;
153;Mueller Hinton Agar;DM170D;Số: 240000004/PCBA-VP ngày cấp 12/4/2024;Năm 2023 trở đi;Anh;MAST GROUP LIMITED;MAST GROUP LIMITED/Anh;Hộp; 2 ; 2.341.500 ;Môi trường tiêu chuẩn dùng để xét nghiệm nhạy cảm kháng sinh/ kháng sinh đồ. Thành phần bao gồm: Casein hydrolysate 17.5g/lit, Beef infusion from 300g 2.0g/lit, Starch 1.5g/lit, Agar 17.0g/lit, pH cuối ở 25°C: 7.3 ± 0.1.;Công ty TNHH DEKA;101148323;Bệnh viện Đa khoa tỉnh Lạng Sơn;Số 1462/QĐ-BVĐK ngày 20/12/2024;;;;;;;;;
154;RPR Carbon;992405;"230000062/PCBB-HN
 Ngày công bố: 17/01/2023";Năm 2023 trở về sau;Tây Ban Nha;Quimica Clinica Aplicada, S.A.;Quimica Clinica Aplicada, S.A. - Tây Ban Nha;Hộp; 5 ; 2.750.000 ;"""Buffer sodium/potassium phosphate 10 mM
 Choline chloride: Tối thiểu 10.0 %
 Lipids: Tối thiểu 0.12 %
 Charcoal: Tối thiểu 0.02 %
 EDTA: Tối thiểu 12.5 mM
 Preservatives and stabilizers
 Positive control: Huyết thanh của người, phản ứng chống lại các kháng nguyên Carbon RPR.
 Negative control: huyết thanh động vật""";Công ty TNHH Qa-Lab Việt Nam;106312633;Bệnh viện Đa khoa tỉnh Lạng Sơn;Số 1462/QĐ-BVĐK ngày 20/12/2024;;;;;;;;;
155;Toxocara IgG;EL5-1228;"220003040/PCBB-HN
 Ngày công bố: 16/09/2022";Năm 2023 trở về sau;Hoa Kỳ;Monocent, Inc.;Monocent, Inc. - Hoa Kỳ;Hộp; 3 ; 5.250.000 ;"""Bộ xét nghiệm Toxocara IgG phát hiện kháng thể Toxocara IgG trong huyết thanh người
 Tổng thời gian ủ: 50 phút
 Độ nhạy: tối thiểu 94%
 Độ đặc hiệu: 100%
 Chứng âm - 0.0 to 0.2 OD
 Chứng dương - 0.5 OD""";Công ty TNHH Qa-Lab Việt Nam;106312633;Bệnh viện Đa khoa tỉnh Lạng Sơn;Số 1462/QĐ-BVĐK ngày 20/12/2024;;;;;;;;;
156;Anyplex™ MTB/NTMe Real-time Detection;TB7202X;10978NK/BYT-TB-CT;Từ năm 2023 trở đi;Hàn Quốc;Seegene, Inc.;Seegene, Inc., Hàn Quốc;Test; 500 ; 160.000 ;"- Bộ kit real-time PCR phát hiện Lao và Lao không điển hình: MTB, Mycobacteria 
 - Loại mẫu bệnh phẩm: Đờm, Môi trường nuôi cấy, Dịch rửa phế quản, Mô tươi";Công ty TNHH Thiêt bị Y tế Phương Đông;101088272;Bệnh viện Đa khoa tỉnh Lạng Sơn;Số 1462/QĐ-BVĐK ngày 20/12/2024;;;;;;;;;
157;Anyplex™ II HPV HR Detection;HP7E00X;10978NK/BYT-TB-CT;Từ năm 2023 trở đi;Hàn Quốc;Seegene, Inc.;Seegene, Inc., Hàn Quốc;Test; 400 ; 320.000 ;"- Bộ kit real-time PCR sàng lọc 14 type HPV nguy cơ cao: 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 66, 68
 - Loại mẫu bệnh phẩm: Dịch phết cổ tử cung, Tế bào học trong chất lỏng (LBC)";Công ty TNHH Thiêt bị Y tế Phương Đông;101088272;Bệnh viện Đa khoa tỉnh Lạng Sơn;Số 1462/QĐ-BVĐK ngày 20/12/2024;;;;;;;;;
158;Bóng phát tia X;DURA 202-MV;không áp dụng;2024;Trung Quốc;Hãng cung cấp: SIEMENS;Hãng cung cấp: SIEMENS;Chiếc; 1 ;1.562.000.000;"Bóng phát tia X tương thích với máy chụp cắt lớp vi tính 2 lát cắt Somatom Spirit; Bóng phát tia X hai tiêu điểm với dung lượng nhiệt anode 2 MHU.Điều chỉnh tiêu điểm bằng từ tính.- Dòng bóng: 30 – 180mA.Điện áp cao áp: 80, 130 KV.Hiệu suất tản nhiệt liên tục: 2,5 kW.Động cơ quay của anode: Stato 3 pha, điện thế pha 700 Vpp ±10%, dòng điện pha ≤ 27 Aeff.";CÔNG TY TNHH THIẾT BỊ VÀ DỤNG CỤ Y KHOA 3P;101660771;Bệnh viện Phổi Lạng Sơn;288 /QĐ- BVP ngày 13/8/2024;;;;;;;;;
159;Khí oxy lỏng y tế;OXYLONG;không áp dụng;2024;Việt Nam;Công ty Cổ phần thiết bị và khí công nghiệp Đồng Lợi;Công ty Cổ phần thiết bị và khí công nghiệp Đồng Lợi - Việt Nam;Kg; 43.000 ; 3.630 ;Khí oxy lỏng dùng cho y tế nạp stec, chất lượng oxy ≥ 99,6%;CÔNG TY CỔ PHẦN THIẾT BỊ VÀ KHÍ CÔNG NGHIỆP ĐỒNG LỢI;900993689;Bệnh viện Phổi Lạng Sơn;310 /QĐ-BVP ngày 06 tháng 9 năm 2024;;;;;;;;;
160;Máy phân tích điện giải 5 thông số;XI-921C;220002329/PCBB-HN;2024;Trung Quốc;Caretium Medical Instruments ;Caretium Medical Instruments -Trung Quốc;Cái; 1 ;82.500.000;"Chạy mẫu, rửa và chuẩn máy tự động. Có máy in nhiệt tích hợp; Hiệu chuẩn: tự động hoặc bằng tay.";CÔNG TY TNHH TÍN PHÁT VIỆT NAM;106527036;Bệnh viện Phổi Lạng Sơn;445 /QĐ-BVP ngày 17 tháng 12 năm 2024;;;;;;;;;
161;Máy phân tích nước tiểu;Mission U120;230003008/PCBB-HN;2024;Trung Quốc;ACON Laboratories;ACON Laboratories,Inc- Mỹ;Cái; 1 ;15.500.000;"Công nghệ: Phản xạ quang học; Phát hiện: Đi-ốt quang; Công suất hoạt động: Đo đơn lẻ: 60 lần/giờ, Đo liên tục: 120 lần/giờ; Bộ nhớ: 2000 kết quả đo gần nhất.";CÔNG TY TNHH TÍN PHÁT VIỆT NAM;106527036;Bệnh viện Phổi Lạng Sơn;445 /QĐ-BVP ngày 17 tháng 12 năm 2024;;;;;;;;;
162;Phim x quang y tế ( Drystar DT 5.000I B 8x10 inch (20x25cm;Drystar DT 5.000I B;220000848/PCBA-HN;2024;Bỉ;Agfa-Gevaert N.V.;Agfa-Gevaert N.V.- Bỉ;Tờ; 20.000 ; 17.000 ;"Dòng phim thang xám kỹ thuật số trực tiếp thế hệ thứ 2
 Nền PET dày 168 μm, phủ lớp muối bạc nhạy nhiệt
 Tính chất nhạy nhiệt giúp thay phim dễ dàng dưới môi trường sáng thông thường";CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ VÀ HÓA CHẤT HÀ NỘI;010439 5063;Bệnh viện Phổi Lạng Sơn;KQ2400574498_2412311427 ngày 31/12/2024;;;;;;;;;
163;Phim x quang y tế ( Drystar DT 5.000I B 14x17 inch (35x43cm );Drystar DT 5.000I B;220000848/PCBA-HN;2024;Bỉ;Agfa-Gevaert N.V.;Agfa-Gevaert N.V.- Bỉ;Tờ; 3.500 ; 42.400 ;"Dòng phim thang xám kỹ thuật số trực tiếp thế hệ thứ 2
 Nền PET dày 168 μm, phủ lớp muối bạc nhạy nhiệt
 Tính chất nhạy nhiệt giúp thay phim dễ dàng dưới môi trường sáng thông thường";CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ VÀ HÓA CHẤT HÀ NỘI;010439 5063;Bệnh viện Phổi Lạng Sơn;KQ2400574498_2412311427 ngày 31/12/2024;;;;;;;;;
164;Hóa chất định lượng Albumin;AF01000100;13235NK/BYT-TB-CT;2023 trở về sau;Đức;Centronic GmbH ;Centronic GmbH / Đức;Hộp; 6 ;1.816.500;"Thành phần, Nồng độ
 Chất thử đơn
 Succinate pH 4.2: 75 mmol/L
 Bromcresolgreen: 0.15mmol/L
 Brij 35 Detergent: 2g/L
 Standard : 4 g/Dl; Quy cách: 4x100ml+ 1x3ml chuẩn";CÔNG TY TNHH THIẾT BỊ Y TẾ HAMEMY;010365 7372;Bệnh viện Phổi Lạng Sơn;KQ2400559287_2412311045 ngày 31/12/2024;;;;;;;;;
165;Hóa chất định lượng Bilirubin trực tiếp;BF01911050;13235NK/BYT-TB-CT;2023 trở về sau;Đức;Centronic GmbH ;Centronic GmbH / Đức;Hộp; 4 ;4.304.454;"NỒNG ĐỘ DUNG DỊCH
 Thuốc thử A
 EDTA/NaCl-solution 115 mmol/l
 Thuốc thử B
 Sulfanilic acid 7.5 mmol/l
 Hydrochloric acid 43.9 mmol/l
 Thuốc thử C
 Sodium nitrite 6.5 mmol/l
 Quy cách: 10x40ml; 5x20ml; 1x11ml";CÔNG TY TNHH THIẾT BỊ Y TẾ HAMEMY;010365 7372;Bệnh viện Phổi Lạng Sơn;KQ2400559287_2412311045 ngày 31/12/2024;;;;;;;;;
166;Hóa chất định lượng Bilirubin toàn phần;BF05911060;13235NK/BYT-TB-CT;2023 trở về sau;Đức;Centronic GmbH ;Centronic GmbH / Đức;Hộp; 10 ;3.099.999;"NỒNG ĐỘ DUNG DỊCH
 Thuốc thử A
 Caffein 175 mmol/l
 Sodiumbenzoat 350 mmol/l
 Thuốc thử B
 Sulfanilic acid 5 mmol/l 
 Hydrochloric acid 43.9 mmol/l 
 Thuốc thử C
 Sodium nitrite 6.5 mmol/l
 Quy cách: 4x50ml; 2x20ml; 1x11ml";CÔNG TY TNHH THIẾT BỊ Y TẾ HAMEMY;010365 7372;Bệnh viện Phổi Lạng Sơn;KQ2400559287_2412311045 ngày 31/12/2024;;;;;;;;;
167;Hóa chất định lượng Cholesterol;CF03000100;13235NK/BYT-TB-CT;2023 trở về sau;Đức;Centronic GmbH ;Centronic GmbH / Đức;Hộp; 3 ;5.040.000;"Thành phần, nồng độ
 Chất thử đơn
 Phosphate buffer (pH 6.5): 30.0 mmol/L
 4-Aminoantipyrine: 0.25 mmol/L
 Phenol: 25.0 mmol/L
 Peroxidase: > 5.0 KU/L
 Cholesterolesterase: > 150.0 U/L
 Cholesteroloxydase: > 100.0 U/L
 Sodium azide: < 0.01%
 Standard : 200mg/dl (5.17 mmol/l)
 Tiêu chuẩn chất lượng: ISO 13485
 Quy cách: R1: 4x100ml+1x3ml chuẩn";CÔNG TY TNHH THIẾT BỊ Y TẾ HAMEMY;010365 7372;Bệnh viện Phổi Lạng Sơn;KQ2400559287_2412311045 ngày 31/12/2024;;;;;;;;;
168;Hóa chất định lượng Creatinine;CF05917084;13235NK/BYT-TB-CT;2023 trở về sau;Đức;Centronic GmbH ;Centronic GmbH / Đức;Hộp; 16 ;4.398.975;"Thành phần, nồng độ 
 Thuốc thử A 
 NaOH: 187.8 mmol/L
 Phosphate: 7.5 mmol/L
 Thuốc thử B
 Picric acid: 8.73 mmol/L 
 (Standard: 2mg/dl (176.8 μmol/l))
 Tiêu chuẩn chất lượng: ISO 13485
 Quy cách: R1: 6x67ml + R2: 6x17ml";CÔNG TY TNHH THIẾT BỊ Y TẾ HAMEMY;010365 7372;Bệnh viện Phổi Lạng Sơn;KQ2400559287_2412311045 ngày 31/12/2024;;;;;;;;;
169;Hóa chất định lượng Glucose;GF03000100;13235NK/BYT-TB-CT;2023 trở về sau;Đức;Centronic GmbH ;Centronic GmbH / Đức;Hộp; 7 ;2.352.000;"Thành phần, nồng độ 
 Chất thử đơn
 Phosphate buffer pH 7.5: 0.1 mol/L
 4- Aminophenazone: 0.3 mmol/L
 Phenol: 1 mmol/L
 Glucose oxidase: >20.0 KU/L
 Peroxidase: > 1.5 KU/L
 Stabilizers 
 (Standard: 100 mg/dl) 
 Tiêu chuẩn chất lượng: ISO 13485
 Quy cách: R1: 4x100ml + 3ml chuẩn";CÔNG TY TNHH THIẾT BỊ Y TẾ HAMEMY;010365 7372;Bệnh viện Phổi Lạng Sơn;KQ2400559287_2412311045 ngày 31/12/2024;;;;;;;;;
170;Hóa chất định lượng GOT(AST);GF04000120;13235NK/BYT-TB-CT;2023 trở về sau;Đức;Centronic GmbH ;Centronic GmbH / Đức;Hộp; 10 ;5.251.995;"Thành phần, nồng độ 
 Buffer 
 TRIS-Buffer Ph 7.8 (30oC): 80.0 mmol/L
 L-Aspartate: 200.00 mmol/L
 LDH: ≥ 1.6 U/mL
 MDH: ≥ 0.5 U/mL
 Starter
 NADH: 0.18 mmol/L 
 α-Ketoglutarate: 12 mmol/L 
 Tiêu chuẩn chất lượng: ISO 13485
 Quy cách: R1: 4x100ml + R2: 1x80ml";CÔNG TY TNHH THIẾT BỊ Y TẾ HAMEMY;010365 7372;Bệnh viện Phổi Lạng Sơn;KQ2400559287_2412311045 ngày 31/12/2024;;;;;;;;;
171;Hóa chất định lượng GPT (ALT);GF05000120;13235NK/BYT-TB-CT;2023 trở về sau;Đức;Centronic GmbH ;Centronic GmbH / Đức;Hộp; 10 ;5.251.995;"Thành phần, nồng độ 
 Buffer 
 TRIS-Buffer Ph 7.5 (25độC): 70.0 mmol/L
 L-Alanine: 410.00 mmol/L
 LDH: ≥ 1.7 U/mL
 Starter
 NADH: 0.3 mmol/L 
 α-Ketoglutarate: 18 mmol/L 
 Tiêu chuẩn chất lượng: ISO 13485
 Quy cách: R1: 4x100ml + R2: 1x80ml";CÔNG TY TNHH THIẾT BỊ Y TẾ HAMEMY;010365 7372;Bệnh viện Phổi Lạng Sơn;KQ2400559287_2412311045 ngày 31/12/2024;;;;;;;;;
172;Hóa chất định lượng Protein;PF04000100;13235NK/BYT-TB-CT;2023 trở về sau;Đức;Centronic GmbH ;Centronic GmbH / Đức;Hộp; 5 ;2.100.000;"Thành phần, nồng độ 
 Monoreagent
 Potassium iodide: 30 mmol/L
 Potassium sodium tartrate: 20 mmol/L
 Sodium hydroxide: 950 mmol/L
 Copper sulphate : 10 mmol/L
 (Standard: 4 g/dL)
 Tiêu chuẩn chất lượng: ISO 13485
 Quy cách: R1: 4x100ml + 3ml chuẩn";CÔNG TY TNHH THIẾT BỊ Y TẾ HAMEMY;010365 7372;Bệnh viện Phổi Lạng Sơn;KQ2400559287_2412311045 ngày 31/12/2024;;;;;;;;;
173;Hóa chất định lượng Triglycerides;TF01000100;13235NK/BYT-TB-CT;2023 trở về sau;Đức;Centronic GmbH;Centronic GmbH / Đức;Hộp; 4 ;6.199.200;"Thành phần, nồng độ 
 Chất thử đơn
 Pipes Buffer pH 7.0: 40 mmol/L
 4-Chlorophenol: 5 mmol/L
 Magnesium ione: 5 mmol/L
 ATP: 1 mmol/L
 Peroxidase: ≥1 U/mL
 Glycerol kinase: ≥1 U/mL
 4-aminoantipyrine: 0.4 mmol/L
 Glycerol-3-phosphate oxidase: ≥3.5 U/mL
 Sodium azide: 0.05%
 Detergents
 (Standard : 200 mg/dL hoặc 2.28 mmol/L)
 Tiêu chuẩn chất lượng: ISO 13485
 Quy cách: R1: 4x100ml + 3ml chuẩn";CÔNG TY TNHH THIẾT BỊ Y TẾ HAMEMY;010365 7372;Bệnh viện Phổi Lạng Sơn;KQ2400559287_2412311045 ngày 31/12/2024;;;;;;;;;
174;Hóa chất định lượng Urea;UF01000120;13235NK/BYT-TB-CT;2023 trở về sau;Đức;Centronic GmbH ;Centronic GmbH / Đức;Hộp; 15 ;4.929.960;"Thành phần, nồng độ 
 Buffer
 TRIS buffer pH 8.1 (20 độ C): 50 mmol/L
 α-Ketoglutarate: 15.00 mmol/L
 Urease : ≥ 1000 U/L
 Glutamate dehydrogenase: ≥ 5.4 KU/L
 Starter
 NADH: 0.18 mmol/L
 Standard: (8.35 mmol/L)
 Tiêu chuẩn chất lượng: ISO 13485
 Quy cách: R1: 4x100ml + R2: 1x80ml + 3ml chuẩn";CÔNG TY TNHH THIẾT BỊ Y TẾ HAMEMY;010365 7372;Bệnh viện Phổi Lạng Sơn;KQ2400559287_2412311045 ngày 31/12/2024;;;;;;;;;
175;Hóa chất định lượng Uric Acid;UF02000120;13235NK/BYT-TB-CT;2023 trở về sau;Đức;Centronic GmbH ;Centronic GmbH / Đức;Hộp; 3 ;5.100.480;"Thành phần, nồng độ 
 Buffer 
 Phosphate-buffer pH 7.8: 100 mmol/L
 2,4,6 Triiodine-3-hydroxibenzoate: 5 mmol/L
 Detergents: 2 g/L
 Starter
 PAP: 4.5 mmol/L
 Uricase: 3 U/mL
 POD : 40 U/mL
 Stabilizers
 (Standard: 6 mg/dL (357µmol/L)
 Tiêu chuẩn chất lượng: ISO 13485
 Quy cách: R1: 4x100ml + R2: 1x80ml + 3ml chuẩn";CÔNG TY TNHH THIẾT BỊ Y TẾ HAMEMY;010365 7372;Bệnh viện Phổi Lạng Sơn;KQ2400559287_2412311045 ngày 31/12/2024;;;;;;;;;
176;Chất hiệu chuẩn;CCAL020;13235NK/BYT-TB-CT;2023 trở về sau;Đức;Centronic GmbH ;Centronic GmbH / Đức;Lọ; 22 ; 919.905 ;"Huyết thanh hiệu chuẩn đông khô dựa trên huyết thanh người. Được dùng để chuẩn trên máy phân tích sinh hóa
 Hiệu chuẩn các chỉ số: Total acid phosphatase, Non-prostatic Phosphatase, Albumin, Alk. Phosphatase, ALT / GPT, α-Amylase total, α-Amylase pancreatic, AST / GOT, Bilirubin total, Bilirubin direct, BUN, Calcium, Cholesterol total, HDL-Cholesterol, LDL-Cholesterol, Cholinesterase, CK-NAC, Creatinine, Glucose, GGT, GLDH, , Lactate, LDH-P, LDH-L, Lipase, Magnesium, Phosphate inorganic,Protein total, Triglycerides, Uric Acid, Ure
 Tiêu chuẩn chất lượng: ISO 13485
 Quy cách: 1x3ml";CÔNG TY TNHH THIẾT BỊ Y TẾ HAMEMY;010365 7372;Bệnh viện Phổi Lạng Sơn;KQ2400559287_2412311045 ngày 31/12/2024;;;;;;;;;
177;Huyết thanh kiểm tra mức bình thường;CNORM020;13235NK/BYT-TB-CT;2023 trở về sau;Đức;Centronic GmbH ;Centronic GmbH / Đức;Lọ; 22 ; 804.993 ;"Huyết thanh đông khô được dùng để kiểm tra các giá trị mức thường đa thông số dựa trên huyết thanh người:
 Xác định cho các thông số sau: Total Acid Phosphatase, Albumin, Aldolase, Alk. Phosphatase, ALT/GPT, α-Amylase total, α-Amylase pancreatic, AST/GOT, Bilirubin total, Bilirubin direct, BUN, Calcium, Chloride, Cholesterol total, HDL-Cholesterol, LDL-Cholesterol, Cholinesterase, CK-NAC, Copper, Creatinine, GGT, Glucose, GLDH, HBDH, IgA, IgG, IgM, Iron, Lactate, LDH-P, LDH-L, Lipase, Lithium, Magnesium, Phosphate inorganic, Potassium, Sodium, Total Protein, Transferrin, Triglycerides, TIBC, Urea, Uric Acid, Zn. 
 Quy cách: 1x5ml";CÔNG TY TNHH THIẾT BỊ Y TẾ HAMEMY;010365 7372;Bệnh viện Phổi Lạng Sơn;KQ2400559287_2412311045 ngày 31/12/2024;;;;;;;;;
178;Huyết thanh kiểm tra mức cao;CPATH020;13235NK/BYT-TB-CT;2023 trở về sau;Đức;Centronic GmbH ;Centronic GmbH / Đức;Lọ; 22 ; 804.993 ;"Huyết thanh đông khô được dùng để kiểm tra các giá trị mức bất thường đa thông số dựa trên huyết thanh người.
 Xác định cho các thông số sau: Total Acid Phosphatase, Non-Prostatic Phosphatase, Albumin, Alk. Phosphatase, ALT/GPT, α-Amylase Total, α-Amylase pancreatic, AST/GOT, Bilirubin total, Bilirubin direct, BUN, Calcium, Chloride, Cholesterol total, HDL-Cholesterol, LDLCholesterol, Cholinesterase, CK-NAC, Copper, Creatinine, GGT, Glucose, GLDH, IgA, IgG, IgM, Iron, Lactate, LDH-P, LDH-L, Lipase, Lithium, Magnesium, Phosphate inorganic, Potassium, Sodium, Total Protein, Triglycerides, TIBC, Urea, Uric Acid, Zn
 Tiêu chuẩn chất lượng ISO 13485
 Quy cách: 1x5ml";CÔNG TY TNHH THIẾT BỊ Y TẾ HAMEMY;010365 7372;Bệnh viện Phổi Lạng Sơn;KQ2400559287_2412311045 ngày 31/12/2024;;;;;;;;;
179;Dung dịch rửa system Clean Alkaline Forte;SCAF01000;190000745/PCBA-HN;2023 trở về sau;Đức;Centronic GmbH ;Centronic GmbH / Đức;Lọ; 2 ;3.507.000;"Thành phần: Quarternary ammonium compounds, surfactants, anorg. Hydroxide, Additives
 Tiêu chuẩn chất lượng: ISO 13485
 Quy cách: 1000ml";CÔNG TY TNHH THIẾT BỊ Y TẾ HAMEMY;010365 7372;Bệnh viện Phổi Lạng Sơn;KQ2400559287_2412311045 ngày 31/12/2024;;;;;;;;;
180;Máu chuẩn;3D506;220000029/PCBB-BYT;2023 trở về sau;Mỹ;R&D Systems Inc;R&D Systems Inc/ Mỹ;Bộ; 4 ;5.799.990;"Thành phần: Hồng cầu của người, bạch cầu mô phỏng, tiểu cầu của động vật có vú lơ lửng trong huyết tương như chất lỏng với chất bảo quản.
 Đạt tiêu chuẩn chất lượng ISO 13485:2016
 Quy cách: 3x3 ml";CÔNG TY TNHH THIẾT BỊ Y TẾ HAMEMY;010365 7372;Bệnh viện Phổi Lạng Sơn;KQ2400559287_2412311045 ngày 31/12/2024;;;;;;;;;
181;Nội kiểm nước tiểu mức 1;UC5033;220001455/PCBB-BYT;2023 trở về sau;Anh;Randox Laboratories Limited ;Randox Laboratories Limited - Vương quốc Anh;Hộp; 1 ;7.119.945;"Hóa chất nội kiểm tra que thử nước tiểu mức 1
 Dạng lỏng sử dụng ngay, 100% Nước tiểu người, chứa 13 thông số. Ổn định đến hạn tại 2- 8ºC. Ổn định sau khi mở lọ trong 30 ngày hoặc nhúng 20 lần que thử vào lọ mẫu tại 2-25ºC
 Các thông số phân tích: Albumin, Glucose, Nitrite, Urobilinogen, Bilirubin, hCG, pH, Blood, Ketones, Protein, Creatinine, Leukocytes, Specific Gravity.
 Quy cách: 12x12 ml";CÔNG TY TNHH THIẾT BỊ Y TẾ HAMEMY;010365 7372;Bệnh viện Phổi Lạng Sơn;KQ2400559287_2412311045 ngày 31/12/2024;;;;;;;;;
182;Nội kiểm nước tiểu mức 2;UC5034;220001455/PCBB-BYT;2023 trở về sau;Anh;Randox Laboratories Limited ;Randox Laboratories Limited - Vương quốc Anh;Hộp; 1 ;7.119.945;"Hóa chất nội kiểm tra que thử nước tiểu mức 2
 Dạng lỏng sử dụng ngay, 100% Nước tiểu người, chứa 13 thông số. Ổn định đến hạn tại 2- 8ºC. Ổn định sau khi mở lọ trong 30 ngày hoặc nhúng 20 lần que thử vào lọ mẫu tại 2-25ºC
 Các thông số phân tích: Albumin, Glucose, Nitrite, Urobilinogen, Bilirubin, hCG, pH, Blood, Ketones, Protein, Creatinine, Leukocytes, Specific Gravity.
 Quy cách: 12x12 ml";CÔNG TY TNHH THIẾT BỊ Y TẾ HAMEMY;010365 7372;Bệnh viện Phổi Lạng Sơn;KQ2400559287_2412311045 ngày 31/12/2024;;;;;;;;;
183;Máy điện từ trường toàn thân;Model : 827;B.2022;2023;Ba Lan;ASTAR Ba Lan;Ba Lan;Bộ; 1 ; 98.000.000 ;"Máy chính: 01 máy - Giường bệnh nhân với chất liệu bằng nhôm nhẹ bọc da + giã để máy: 01 Bộ.
- Ống từ điều trị hình trụ đường kính 60cm: 01 cái.
- Nam châm chỉ báo cảm giác hoạt động từ trường đeo vào bệnh nhân: 01 cái
";CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ VIỆT TIẾN;102326480;Bệnh viện Y học cổ truyền tỉnh Lạng Sơn;số 143/QĐ-BV ngày 27/5/2024;;;;;;;;;
184;Máy Điện xung trung tần;Model: XYZP-IB;B.240003391/PCBB-HN Ngày 06/12/2024;2024;Trung Quốc;Xiangyu Medical Co.,ltd- China;Trung Quốc;Cái; 12 ; 4.950.000 ;"Cấu hình tiêu chuẩn:
Thân máy chính: 01 cái
Dây nguồn: 01  cái
Tấm điện cực: 02 đôi
Túi nhung: 02 đôi
Dây đai: 01 đôi
Cầu chì: 02  cái
Sách HDSD: 01  cái
Thông số kỹ thuật
1. Công suất: 60VA.
2. Điện áp: 220V±22V，50Hz±1Hz。
3. Kích thước: Dài- 280mm, rộng- 205mm, cao- 80mm。
4.Màn hình hiển thị: LED
5.Đầu ra: Tần số trung tần một kênh cộng với đầu ra điện nhiệt
6.Tần số sóng trung tần là 2kHz ~ 10kHz và dung sai tần số đơn là ±10%;
7. Tần số điều biến là 0 ~ 150Hz và dung sai tần số đơn là ± 10% hoặc ± 1Hz, tùy theo giá trị nào lớn hơn
";CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM ĐÔNG Á;100274124;Bệnh viện Y học cổ truyền tỉnh Lạng Sơn;số 304/QĐ-BV ngày 03/10/2024;;;;;;;;;
185;Máy Điện châm Đông Á;Model: SDZ-II;B.220000284/PCBB-HN ngày 09/02/2022;2024;Trung Quốc;Suzhou Medical Appliance Factory;Trung Quốc;Cái; 50 ; 1.950.000 ;"Cấu hình cơ bản: 
- Máy chính: 01 cái
- Dây nối tấm điện cực: 06 cái
- Tấm điện cực massage (kích thước: 50mm x 50mm): 06 cặp 
- Dây kẹp kim châm cứu (kích thước: ≤28mm): 06 cặp
- Sách hướng dẫn sử dụng: 01 cái
Thông số kỹ thuật:
Nguồn điện: nguồn điện trong máy DC9V/ AC220V ± 22V 50Hz ±1Hz;
• Công suất đầu vào: 10.0 VA
• Dạng sóng mạch xung đầu ra: sóng mạch xung hai hướng không đối xứng
• Số đường mạch xung đầu ra: đầu ra 6 đường
• Công suất đầu ra lớn nhất: 0.3 VA (250Ω, trở kháng tải dưới)
• Tần số mạch xung đầu ra: có thể điều chỉnh từ 1- 100 Hz, dung sai cho phép ±15%
";CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM ĐÔNG Á;100274124;Bệnh viện Y học cổ truyền tỉnh Lạng Sơn;số 304/QĐ-BV ngày 03/10/2024;;;;;;;;;
