"stt","số_văn_bản","ngày_công_bố","tên_cơ_sở","địa_chỉ","người_đứng_đầu_phụ_trách_chuyên_môn","số_điện_thoại","công_bố_mới","công_bố_lại","dừng_hoạt_động","ghi_chú"
"156","21/TB-TYT của TYT phường Từ Liêm","17/7/2025","Điểm Y tế Mỹ Đình 2","252 đường Mỹ Đình, phường Từ Liêm, TP Hà Nội","Nguyễn Thị Ngọc Lan","988922210.0","1","null","null","null"
"156","21/TB-TYT của TYT phường Từ Liêm","17/7/2025","Điểm Y tế Mễ Trì","Số 2 phố Đồng Me, phường Từ Liêm, TP Hà Nội","Nguyễn Hữu Giáp","977980822.0","1","null","null","null"
"156","21/TB-TYT của TYT phường Từ Liêm","17/7/2025","Điểm Y tế Phú Đô","số 4 Châu Văn Liêm, phường Từ Liêm, TP Hà Nội","Mai Thị Hồng Diệp","966622576.0","1","null","null","null"
"157","04/TB-TYT của TYT phường Dương Nội","16/7/2025","Trạm Y tế phường Dương Nội","số 6 ngõ 118 đường Chùa Võ, tổ dân phố Hoàng Văn Thụ, phường Dương Nội, TP Hà Nội.","Nguyễn Mạnh Hùng","2433580566.0","1","null","null","null"
"158","04/TB-TYT của TYT xã Thuận An","17/7/2025","Trạm Y tế Thuận An","Số 191 Dương Đức Hiền – xã Thuận An – TP. Hà Nội","Nguyễn Văn Bao","356463596.0","1","null","null","null"
"158","04/TB-TYT của TYT xã Thuận An","17/7/2025","Điểm y tế Đặng Xá","Số 343 đường Ỷ Lan - xã Thuận An - TP. Hà Nội","Nguyễn Thị Loan","987905169.0","1","null","null","null"
"158","04/TB-TYT của TYT xã Thuận An","17/7/2025","Điểm y tế Phú Thị","Số 130 Dương Đức Hiền – xã Thuận An – TP. Hà Nội","Nguyễn Thị Mỹ Hạnh","982628411.0","1","null","null","null"
"158","04/TB-TYT của TYT xã Thuận An","17/7/2025","Điểm y tế Dương Quang","Ngõ 109 đường Dương Quang – xã Thuận An – TP. Hà Nội","Nguyễn Tuấn Hạnh","912630932.0","1","null","null","null"
"158","04/TB-TYT của TYT xã Thuận An","17/7/2025","Điểm y tế Lệ Chi","Đường Lệ Chi – xã Thuận An – TP. Hà Nội","Nguyễn Văn Việt","986679788.0","1","null","null","null"
"159","41/TB-TYT của TYT xã Yên Lãng","16/7/2025","Trụ sở 1, Điểm Y tế Liên Mạc","Khu 7 - Thôn Bồng Mạc - Xã Yên Lãng - TP Hà Nội","Đặng Văn Thanh","387753446.0","1","null","null","null"
"159","41/TB-TYT của TYT xã Yên Lãng","16/7/2025","Điểm Y tế Chu Phan","Thôn Nại Châu - Xã Yên Lãng - TP Hà Nội","Nguyễn Thị Giang","972922425.0","1","null","null","null"
"159","41/TB-TYT của TYT xã Yên Lãng","16/7/2025","Điểm Y tế Thạch Đà","Thôn 2 - Xã Yên Lãng - TP Hà Nội","Phùng Thị Nguyên","968092456.0","1","null","null","null"
"159","41/TB-TYT của TYT xã Yên Lãng","16/7/2025","Trụ sở 2, Điểm Y tế Liên Mạc","Thôn Yên Nội - Xã Yên Lãng - TP Hà Nội","Nguyễn Thị Dung","986902686.0","1","null","null","null"
"159","41/TB-TYT của TYT xã Yên Lãng","16/7/2025","Điểm Y tế Tiến Thịnh","Thôn Yên Giáp - Xã Yên Lãng","Nguyễn Thị Nguyệt","984908534.0","1","null","null","null"
"159","41/TB-TYT của TYT xã Yên Lãng","16/7/2025","Điểm Y tế Hoàng Kim","Thôn Hoàng Kim - Xã Yên Lãng - TP Hà Nội","Trương Thị Hằng","985111263.0","1","null","null","null"
"159","41/TB-TYT của TYT xã Yên Lãng","16/7/2025","Phòng tiêm chủng dịch vụ - Trạm Y tế Yên Lãng","Thôn Bồng Mạc, Xã Yên Lãng - TP Hà Nội","Nguyễn Thị Liên","987427483.0","1","null","null","null"
"160","14/TB-TYT của TYT xã An Khánh","16/7/2025","Điểm trạm Y tế An Khánh","Thôn Vân Lũng, xã An Khánh, TP Hà Nội","BSCK II Trần Quang Tuấn","913452323.0","1","null","null","null"
"160","14/TB-TYT của TYT xã An Khánh","16/7/2025","Phòng tiêm chủng dịch vụ - Trạm Y tế An Khánh","Thôn Vân Lũng, xã An Khánh, TP Hà Nội","BSCK II Trần Quang Tuấn","913452323.0","1","null","null","null"
"160","14/TB-TYT của TYT xã An Khánh","16/7/2025","Điểm tiêm chủng dịch vụ PKĐK Ngãi Cầu","Thôn Ngãi Cầu, xã An Khánh, TP Hà Nội","BS Nguyễn Thị Thanh Huyền","336618828.0","1","null","null","null"
"160","14/TB-TYT của TYT xã An Khánh","16/7/2025","Điểm Y tế An Thượng","Thôn An Hạ, xã An Khánh, TP Hà Nội","BS Vương Trí Hồng","977513658.0","1","null","null","null"
"160","14/TB-TYT của TYT xã An Khánh","16/7/2025","Điểm Y tế La Phù","Thôn Hoa Thám, xã An Khánh, TP Hà Nội","BS Nguyễn Đình Lịch","904328475.0","1","null","null","null"
"160","14/TB-TYT của TYT xã An Khánh","16/7/2025","Điểm Y tế Đông La","Thôn Đồng Nhân, xã An Khánh, TP Hà Nội","BS Nguyễn Quố Quân","904045899.0","1","null","null","null"
"160","14/TB-TYT của TYT xã An Khánh","16/7/2025","Điểm Y tế Vân Côn","Thôn Linh Thượng, xã An Khánh, TP Hà Nội","Bs Nguyễn Văn Hảo","904599569.0","1","null","null","null"
"161","01/TB-TYT của TYT xã Bát Tràng","16/7/2025","Trạm Y tế xã Bát Tràng","Số 348- Đa Tốn- xã Bát Tràng - TP. Hà Nội","Lê Văn Đáp","912461255.0","1","null","null","null"
"161","01/TB-TYT của TYT xã Bát Tràng","16/7/2025","Điểm Trạm Y tế Bát Tràng","Thôn 3- Giang Cao- xã Bát Tràng -TP. Hà Nội","Nguyễn Thị Thuấn","378330741.0","1","null","null","null"
"161","01/TB-TYT của TYT xã Bát Tràng","16/7/2025","Điểm Trạm Y tế Kim Lan","Thôn 3- Kim Lan- xã Bát Tràng- TP. Hà Nội","Nguyễn Thanh Tâm","978475288.0","1","null","null","null"
"162","03/TB-TYT của TYT xã Phù Đổng","17/7/2025","Điểm Y tế Phù Đổng","Thôn Phù Đổng 2 – Xã Phù Đổng – Tp Hà Nội","Nguyễn Thị Luyến","399614673.0","1","null","null","null"
"162","03/TB-TYT của TYT xã Phù Đổng","17/7/2025","Điểm Y tế Trung Mầu","Thôn 2 Trung Mầu – Xã Phù Đổng – Tp Hà Nội","Lê Thị Yến","344551621.0","1","null","null","null"
"162","03/TB-TYT của TYT xã Phù Đổng","17/7/2025","Điểm Y tế Dương Hà","Thôn Trung – Xã Phù Đổng – Tp Hà Nội","Nguyễn Thị Thu Thủy","906508818.0","1","null","null","null"
"162","03/TB-TYT của TYT xã Phù Đổng","17/7/2025","Điểm Y tế Đình Xuyên","Số 52 đường Đình Xuyên – Xã Phù Đổng – Tp Hà Nội","Nguyễn Mạnh Cường","971398142.0","1","null","null","null"
"162","03/TB-TYT của TYT xã Phù Đổng","17/7/2025","Điểm Y tế Ninh Hiệp","Thôn 9 Ninh Hiệp – Xã Phù Đổng – Tp Hà Nội","Chu Bá Sỹ","972471682.0","1","null","null","null"
"162","03/TB-TYT của TYT xã Phù Đổng","17/7/2025","Điểm Y tế Yên Thường","194 đường Yên Thường – Xã Phù Đổng","Dương Thị Thu Trang","974825172.0","1","null","null","null"
"162","03/TB-TYT của TYT xã Phù Đổng","17/7/2025","Điểm Y tế Yên Viên","Thôn Lã Côi - Xã Phù Đổng - Tp Hà Nội","Trần Xuân Đông","977962711.0","1","null","null","null"
"162","03/TB-TYT của TYT xã Phù Đổng","17/7/2025","Điểm Y tế TT Yên Viên","Số 2 ngõ 420 Hà Huy Tập – Xã Phù Đổng – Tp Hà Nội","Nguyễn Văn Khâm","912440355.0","1","null","null","null"
"163","03/TB-TYT của TYT xã Thượng Phúc","17/7/2025","Điểm Y tế Dũng Tiến","Thôn Ba Lăng, xã Thượng Phúc, TP Hà Nội","Lương Quốc Chung","398233668.0","1","null","null","null"
"163","03/TB-TYT của TYT xã Thượng Phúc","17/7/2025","Điểm Y tế Nghiêm Xuyên","Thôn Cống Xuyên, xã Thượng Phúc, TP Hà Nội","Lê Thị Hải Hương","916168607.0","1","null","null","null"
"163","03/TB-TYT của TYT xã Thượng Phúc","17/7/2025","Điểm Y tế Tân Minh","Thôn La Uyên, xã Thượng Phúc, TP Hà Nội","Nguyễn Kiên Cường","979083333.0","1","null","null","null"
"163","03/TB-TYT của TYT xã Thượng Phúc","17/7/2025","Điểm Y tế Nguyễn Trãi","Thôn Mai Sao, xã Thượng Phúc, TP Hà Nội","Nguyễn Đức Trung","906023236.0","1","null","null","null"
"163","03/TB-TYT của TYT xã Thượng Phúc","17/7/2025","Điểm Y tế Quất Động","Thôn Đô Quan, xã Thượng Phúc, TP Hà Nội","Kiều Xuân Tiệp","983541680.0","1","null","null","null"
"164","24/TB-TYT của TYT xã Thanh Oai","18/7/2025","Phòng tiêm chủng - Trạm Y tế Thanh Oai","Phố Kim Bài - Xã Thanh Oai - Tp Hà Nội","Phan Thị Bích Liên","838688089.0","1","null","null","null"
"164","24/TB-TYT của TYT xã Thanh Oai","18/7/2025","Điểm Y tế Kim Bài","Phố Kim Bài- Xã Thanh Oai - Tp Hà Nội","Nguyễn Thị Phượng","352034624.0","1","null","null","null"
"164","24/TB-TYT của TYT xã Thanh Oai","18/7/2025","Điểm Y tế Đỗ Động","Thôn Văn Quán- Xã Thanh Oai - Tp Hà Nội","Nguyễn Thị Lan","398798846.0","1","null","null","null"
"164","24/TB-TYT của TYT xã Thanh Oai","18/7/2025","Điểm Y tế Kim An","Thôn Ngọc Liên - Xã Thanh Oai - Tp Hà Nội","Lê Thanh Hà","389018755.0","1","null","null","null"
"164","24/TB-TYT của TYT xã Thanh Oai","18/7/2025","Điểm Y tế Thanh Mai","Thôn My Thượng - Xã Thanh Oai - Tp Hà Nội","Chu Thị Hương","382256407.0","1","null","null","null"
"164","24/TB-TYT của TYT xã Thanh Oai","18/7/2025","Điểm Y tế Kim Thư","Thôn Kim Thành - Xã Thanh Oai - Tp Hà Nội","Đồng Thị Lan","987682364.0","1","null","null","null"
"164","24/TB-TYT của TYT xã Thanh Oai","18/7/2025","Điểm Y tế Phương Trung","Thôn Mã Kiều - Xã Thanh Oai - Tp Hà Nội","Phạm Hà Giang","974546539.0","1","null","null","null"
"165","10/TB-TYT của TYT phường Thượng Cát","17/7/2025","Trạm Y tế Thượng Cát","Phố Kỳ Vũ, Thượng Cát, TP Hà Nội","BSCKII Nguyễn Văn Tý","936448928.0","1","null","null","null"
"165","10/TB-TYT của TYT phường Thượng Cát","17/7/2025","Điểm Y tế Liên Mạc","Số 19 đường Liên Mạc, TP Hà Nội","BS Nguyễn Hồng Nhung","978807387.0","1","null","null","null"
"166","12/TB-TYT của TYT xã Vật Lại","17/7/2025","Điểm Trạm Y tế xã Vật Lại","Thôn Vật Lại 3- xã Vật Lại- Tp Hà Nội","Trần Thị Ngân","973999087.0","1","null","null","null"
"166","12/TB-TYT của TYT xã Vật Lại","17/7/2025","Điểm Y tế Phú Châu","Thôn Phú Xuyên 2- Xã Vật Lại - Tp Hà Nội","Nguyễn Xuân Hải","983853877.0","1","null","null","null"
"166","12/TB-TYT của TYT xã Vật Lại","17/7/2025","Điểm Y tế Đồng Thái","Thôn Tăng Cấu- Xã Vật Lại - Tp Hà Nội","Phùng Thị Bích Niên","365498102.0","1","null","null","null"
"166","12/TB-TYT của TYT xã Vật Lại","17/7/2025","Điểm Y tế Phú Sơn","Thôn Đông Hữu- Xã Vật Lại - Tp Hà Nội","Đinh Thị Hoan","979155488.0","1","null","null","null"
"166","12/TB-TYT của TYT xã Vật Lại","17/7/2025","Điểm Y tế Thái Hòa","Thôn Cộng Hòa- Xã Vật Lại - Tp Hà Nội","Phùng Văn Dực","983898694.0","1","null","null","null"
"167","12/TB-TYT của TYT phường Phúc Lợi","18/7/2025","Trạm Y tế phường Phúc Lợi","Ngõ 557 đường Nguyễn Văn Linh, phường Phúc Lợi, TP Hà Nội","Nguyễn Thi Hào","972585649.0","1","null","null","null"
"167","12/TB-TYT của TYT phường Phúc Lợi","18/7/2025","Điểm Y tế Phúc Lợi","Ngõ 197 đường Phúc Lợi, phường Phúc Lợi, TP Hà Nội","Dương Thị Hồng Nhung","944286379.0","1","null","null","null"
"167","12/TB-TYT của TYT phường Phúc Lợi","18/7/2025","Điểm Y tế Phúc Đồng","Ngõ 159 đường Nguyễn Văn Linh, phường Phúc Lợi, TP Hà Nội","Hoàng Văn Bằng","985410685.0","1","null","null","null"
"168","02/TB-TYT của TYT xã Hương Sơn","18/7/2025","TRẠM Y TẾ XÃ HƯƠNG SƠN","Số 102 - Xóm 11 - Thôn Đục Khê - Xã Hương Sơn - TP Hà Nội","Nguyễn Thị Mỹ Hòa","375679582.0","1","null","null","null"
"168","03/TB-TYT của TYT xã Hương Sơn","18/7/2025","Điểm Y tế Hùng Tiến","Đội 4 - Thôn An Duyệt - Hương Sơn- TP Hà Nội","Nguyễn Giáp Oán","0382 490 612","1","null","null","null"
"168","03/TB-TYT của TYT xã Hương Sơn","18/7/2025","Điểm Y tế An Tiến","Số 43 - Thôn Hiền Lương - Hương Sơn- TP Hà Nội","Vũ Văn Hiên","0985 545 382","1","null","null","null"
"168","03/TB-TYT của TYT xã Hương Sơn","18/7/2025","Điểm Y tế Vạn Kim","Đội 10 - Thôn Kim Bôi - Hương Sơn- TP Hà Nội","Hoàng Thị Giang","0363 190 362","1","null","null","null"
"168","03/TB-TYT của TYT xã Hương Sơn","18/7/2025","Điểm Y tế Đốc Tín","Xóm 3 - Thôn Đốc Tín - Hương Sơn- TP Hà Nội","Đặng Đình Thực","0987 216 388","1","null","null","null"
"169","03/TB-TYT của TYT phường Vĩnh Tuy","21/7/2025","Điểm Y tế Thanh Lương","số 08, ngõ 130 đường Nguyễn Khoái, phường Vĩnh Tuy, TP Hà Nội","BS Trương Vũ Linh","983521458.0","1","null","null","null"
"170","06/TB-TYT của TYT phường Phú Diễn","21/7/2025","Trạm Y tế phường Phú Diễn","Số 224 đường Phú Diễn, phường Phú Diễn, thành phố Hà Nội","Bác sỹ Nguyễn Thị Mỹ","984494462.0","1","null","null","null"
"170","06/TB-TYT của TYT phường Phú Diễn","21/7/2025","Điểm trạm Mai Dịch","Số 33 ngõ 105 đường Doãn Kế Thiện, phường Phú Diễn, thành phố Hà Nội","Bác sỹ. Phí Mạnh Dũng","971626289.0","1","null","null","null"
"170","06/TB-TYT của TYT phường Phú Diễn","21/7/2025","Điểm trạm Phúc Diễn","Số 79A đường Đức Diễn,Phường Phú Diễn,thành phố Hà Nội","Bác sỹ Lê Xuân Đức","386923035.0","1","null","null","null"
"171","12/TB-TYT của TYT xã Kiều Phú","15/7/2025.","Trạm Y tế Kiều Phú (trụ sở chính)","Thôn Đại Phu – xã Kiều Phú – thành phố Hà Nội.","Nguyễn Tiến Dũng","845136831.0","1","null","null","null"
"171","12/TB-TYT của TYT xã Kiều Phú","15/7/2025.","Điểm y tế Ngọc Liệp","Thôn Ngọc Phúc - xã Kiều Phú – thành phố Hà Nội.","Đỗ Văn Chiến","986948011.0","1","null","null","null"
"171","12/TB-TYT của TYT xã Kiều Phú","15/7/2025.","Điểm y tế Ngọc Mỹ","Thôn Ngọc Than - xã Kiều Phú – thành phố Hà Nội.","Vũ Thị Hảo","984072418.0","1","null","null","null"
"171","12/TB-TYT của TYT xã Kiều Phú","15/7/2025.","Điểm y tế Cấn Hữu","Thôn Cấn Thượng - xã Kiều Phú – thành phố Hà Nội.","Dương Văn Huệ","973049668.0","1","null","null","null"
"171","12/TB-TYT của TYT xã Kiều Phú","15/7/2025.","Điểm y tế Tuyết Nghĩa","Thôn Liên Trì - xã Kiều Phú – thành phố Hà Nội.","Nguyễn Xuân Thát","982234041.0","1","null","null","null"
"172","01/TB-TYT của TYT phường Khương Đình","18/7/2025.","Điểm Y tế Hạ Đình","Ngõ 64 tập thể Kim Giang- Phường Khương Đình- Thành phố Hà Nội","Vũ Thị Thuỷ","904222647.0","1","null","null","null"
"172","01/TB-TYT của TYT phường Khương Đình","18/7/2025.","Điểm Y tế Thượng Đình","Số 129L đường Nguyễn Trãi- Phường Khương Đình- Thành phố Hà Nội","Loan Thị Hồng Mai","987534771.0","1","null","null","null"
"173","29/TB-TYT của TYT phường Sơn Tây","21/7/2025.","Điểm y tế Trung Hưng","Số 49, Vân Gia, phường Sơn Tây, thành phố Hà Nội","Quách Mạnh Khánh","348101220.0","1","null","null","null"
"173","29/TB-TYT của TYT phường Sơn Tây","21/7/2025.","Điểm y tế Viên Sơn","Số 02, Phù Sa, phường Sơn Tây, thành phố Hà Nội","Nguyễn Hùng Cường","985583883.0","1","null","null","null"
"173","29/TB-TYT của TYT phường Sơn Tây","21/7/2025.","Điểm y tế Ngô Quyền","Khu Cầu Treo, Tổ dân phố 4, phường Sơn Tây, thành phố Hà Nội","Nguyễn Thị Lan Hương","988409452.0","1","null","null","null"
"173","29/TB-TYT của TYT phường Sơn Tây","21/7/2025.","Điểm y tế Đường Lâm","Số 05, đường Mông Phụ, thôn Mông Phụ, phường Sơn Tây, thành phố Hà Nội","Phạm Thanh Hải","986300784.0","1","null","null","null"
"173","29/TB-TYT của TYT phường Sơn Tây","21/7/2025.","Điểm y tế Phú Thịnh","Số 01/183, đường Phú Nhi, Phú Nhi 3, phường Sơn Tây, thành phố Hà Nội","Trần Thị Mai Hương","968151211.0","1","null","null","null"
"173","29/TB-TYT của TYT phường Sơn Tây","21/7/2025.","Phòng tiêm dịch vụ Trạm y tế","Số 01, phố Lê Lợi, phường Sơn Tây, thành phố Hà Nội","Lê Minh Đức","969280681.0","1","null","null","null"
"174","43/TB-TYT của TYT xã Đoài Phương","22/7/2025.","Trạm Y tế xã Đoài Phương","Thôn Thống Nhất, xã Đoài Phương, TP Hà Nội","Nguyễn Thị Thu Hà","024.33.610.644","1","null","null","null"
"174","43/TB-TYT của TYT xã Đoài Phương","22/7/2025.","Điểm Y tế Cổ Đông","Thôn Phúc Lộc, xã Đoài Phương, TP Hà Nội","Nguyễn Kiều Hương","024.33.611.384","1","null","null","null"
"174","43/TB-TYT của TYT xã Đoài Phương","22/7/2025.","Điểm Y tế Kim Sơn","Thôn Kim Đái 1, xã Đoài Phương, TP Hà Nội","Ngô Thị Hải","024.33.614.033","1","null","null","null"
"175","05/TB-TYT của TYT phường Lĩnh Nam","17/7/2025.","Điểm Trạm Y tế phường Lĩnh Nam","Số 11 ngõ 685 đường Lĩnh Nam- Phường Lĩnh Nam- Hà Nội","Nguyễn Thị Mai Hương","866670566.0","1","null","null","null"
"176","09/TB-TYT của TYT phường Hoàng Liệt","17/7/2025.","Trạm Y tế phường Hoàng Liệt","Số 1, ngõ 2, phường Hoàng Liệt, Hà Nội","Nguyễn Thị Hằng","243641900.0","1","null","null","null"
"177","15/TB-TYT của TYT phường Tùng Thiện","21/7/2025.","TYT phường Tùng Thiện","Số 97- đường thanh Mỹ- thôn Thủ Trung- phường Tùng Thiện- thành phố Hà Nội","Lương Minh Hồng","986797786.0","1","null","null","null"
"177","15/TB-TYT của TYT phường Tùng Thiện","21/7/2025.","Điểm Y tế Xuân Khanh","Số 2, ngõ 243A đường Xuân Khanh- phường Tùng Thiện- thành phố Hà Nội","Nguyễn Thị Khang","986157557.0","1","null","null","null"
"177","15/TB-TYT của TYT phường Tùng Thiện","21/7/2025.","Điểm Y tế Xuân Sơn","Thôn Xuân Khanh- phường Tùng Thiện- thành phố Hà Nội","Nguyễn Tùng Sơn","987438420.0","1","null","null","null"
"177","15/TB-TYT của TYT phường Tùng Thiện","21/7/2025.","Điểm Y tế Trung Sơn Trầm","Số 14, ngõ 42 đường Trung Sơn Trầm- phường Tùng Thiện- thành phố Hà Nội","Lương Thị Thanh Phong","963213268.0","1","null","null","null"
"178","01/TB-TYT của TYT phường Phương Liệt","15/7/2025.","Trạm Y tế phường Phương Liệt","Số 5 phố Phương Liệt - Phường Phương Liệt - Thành phố Hà Nội","Đặng Thị Thanh Hà","243.8685051","1","null","null","null"
"179","02/TB-TYT của TYT phường Tây Hồ","17/7/2025.","Điểm trạm y tế Bưởi","Ngõ 282 Lạc Long Quân, phường Tây Hồ, tp Hà Nội","Nguyễn Thị Hằng Thúy","2438361178.0","1","null","null","null"
"179","02/TB-TYT của TYT phường Tây Hồ","17/7/2025.","Điểm trạm y tế Nhật Tân","127 Trịnh Công Sơn, phường Tây Hồ, tp Hà Nội","Nguyễn Thị Hồng Sâm","2437184414.0","1","null","null","null"
