SoTT;NamPhatHanh;So;DangTaiLieu;NgonNguTaiLieu;TenTaiLieu;TacGia;TenNguonTrich;DuLieuNguonTrich;DacTrungSoLuong;PhuChuTaiLieu;ISSNISBN;DeMuc;TuKhoa;TuKhoaPhu;TuKhoaChuaKiemSoat;TuKhoaDiaLy;TuKhoaSinhHoc;TomTatTiengViet;TomTatTiengAnh;KyHieuKhoa;NoiDung;NhanDeDichTAnh;NguonTrichLaKyYeu,TapChi;DiemTapChi;LinhVucKHCN;TuKhoaTAnh;TomTatTAnh
880;2014;11;BB;Vie;Tính hợp pháp của quyết định quản lý hành chính nhà nước - những khía cạnh lý luận và pháp lý;Nguyễn Minh Phú;Nhân lực khoa học xã hội;;10-18;;0866-756X;82.13.11;"Quản lý hành chính; Lý luận; Pháp lý; Tính hợp pháp";;;;;Quản lý hành chính nhà nước là hoạt động liên quan đến mọi mặt của đời sống xã hội, để thực hiện tốt chức năng quản lý, tổ chức và thực hiện tốt Hiến pháp và pháp luật, đòi hỏi các quyết định quản lý hành chính nhà nước phải đảm bảo tính hợp pháp. Để đảm bảo tính hợp pháp của quyết định quản lý hành chính nhà nước đòi hỏi cán bộ, công chức, các cơ quan nhà nước có thẩm quyền phải hiểu rõ những khía cạnh lý luận và pháp lý của nó. Do đó, việc luận giải những khía cạnh lý luận và pháp lý về tính hợp pháp của quyết định quản lý hành chính nhà nước, đưa ra quan niệm về tính hợp pháp là một vấn đề không chỉ có ý nghĩa về mặt lý luận mà còn có ý nghĩa thực tiễn trong hoạt động quản lý hành chính nhà nước.;;TTKHCNQG, CVv439;;;;;;;
881;2014;11;BB;Vie;Một số vấn đề lý luận về dân chủ và thị trường;"Vũ Mạnh Toàn; Đỗ Minh Hợp";Nhân lực khoa học xã hội;;19-23;;0866-756X;06.75.99;"Thị trương; Dân chủ; Lý luận; Hiến pháp; Nhà nước";;;;;"Nước ta đang tiến hành công cuộc đổi mới toàn diện nhằm mục tiêu ""dân giàu, nước mạnh, xã hội công bằng, dân chủ, văn minh. Trong quá trình ấy, chúng ta chấp nhận kinh tế thị trường như là phương tiện để đạt tới mục tiêu nêu trên. Nhằm làm rõ một số vấn đề lý luận về quan hệ giữa chính trị và kinh tế nói chung, dân chủ và thị trường nói riêng, nói cách khác, đây là vấn đề động chạm tới tính chất nhân văn của chính sách đổi mới và con đường thực hiện nó ở nước ta hiện nay.";;TTKHCNQG, CVv439;;;;;;;
882;2014;11;BB;Vie;Mối quan hệ giữa tôn giáo và chân lý trong triết học của Thomas Aquino;Nguyễn Thị Thanh Hải;Nhân lực khoa học xã hội;;24-29;;0866-756X;21.99;"Tôn giáo; Chân lý; Triết học; Thomas Aquino";;;;;Các quan điểm trong lịch sử tư tưởng triết học phương Tây về mối quan hệ giữa tôn giáo và chân lý, phân tích quan điểm của Thomas Aquino về quan hệ giữa tôn giáo và chân lý trong triết học.;;TTKHCNQG, CVv439;;;;;;;
883;2014;11;BB;Vie;Tiếp cận tục chơi quan họ xứ Kinh Bắc từ lí thuyết nhân học văn hóa;Đinh Thị Thanh Huyền;Nhân lực khoa học xã hội;;30-39;;0866-756X;04.51.51;"Dân ca quan họ; Lí thuyết nhân học; Di sản văn hóa; Nhận thức; Kinh Bắc";;;;;Tục chơi quan họ, hay văn hóa quan họ, là một hệ thống các giá trị đã được phát triển và lề lối hóa bởi tần lớp tinh hoa làng xã, được thực hành qua nhiều thế hệ, có bản sắc riêng và có sức lan tỏa, trở thành một lối sống của cộng đồng các làng quan họ vùng Kinh Bắc. Trên cơ sở tổng luận các nghiên cứu đã có về dân ca quan họ Bắc Ninh để tìm kiếm những hướng tiếp cận quan họ Bắc Ninh từ quan điểm lý thuyết nhân học văn hóa.;;TTKHCNQG, CVv439;;;;;;;
884;2014;11;BB;Vie;Bộ tư liệu hương ước tại thư viện khoa học xã hội và một số đề xuất bảo quản, khai thác và phát huy giá trị bộ sưu tập;Nguyễn Lê Hoài Phương;Nhân lực khoa học xã hội;;40-50;;0866-756X;13.31.59;"Hương ước; Thư viện; Tư liệu; Bảo quản; Khai thác; Giá trị; Bộ sưu tập";;;;;Hương ước là một loại hình văn bản, trong đó ghi chép một cách hệ thống những quy ước chung liên quan đến đời sống nhiều mặt quan trọng của cộng đồng làng xã Việt Nam. Mỗi văn bản hương ước là sự chắt lọc những ý kiến đóng góp trí tuệ của các bô lão, chức sắc trong tổ chức làng xã cổ truyền. Khai thác nội dung bộ sưu tập hương ước tại Thư viện Khoa học xã hội, trên cơ sở phân tích thực trạng công tác bảo quản và khai thác Bộ sưu tập hiện nay và đưa ra một số đề xuất cho việc bảo quản và phát huy giá trị Bộ sưu tập.;;TTKHCNQG, CVv439;;;;;;;
885;2014;11;BB;Vie;Nghệ thuật biểu diễn truyền thống nhìn từ chuyên ngành Việt Nam học;Nguyễn Đình Lâm;Nhân lực khoa học xã hội;;51-58;;0866-756X;18.46.99;"Nghệ thuật; Biểu diễn; Truyền thống; Ngành Việt Nam học; Lý luận; Khoa học";;;;;Nghệ thuật biểu diễn truyền thống là một bộ phận của nền văn hóa truyền thống Việt Nam, được ông cha ta sáng tạo trong quá trình lao động và sinh hoạt thường ngày. Nghệ thuật biểu diễn truyền thống có một vai trò quan trọng trong chuyển tải nhiều thông điệp, tinh thần dân tộc từ quá khứ tới thế hệ người Việt Nam hôm nay và mai sau. Trên phương diện Việt Nam học, lĩnh vực này sẽ được nghiên cứu chú ý đến nguồn gốc, đặc trưng văn hóa thể hiện trong mỗi loại hình, tính kế thừa, quá trình giao lưu, tiếp biến và nguyên nhân phát triển liên tục, các lớp văn hóa thể hiện trong mỗi loại hình nghệ thuật đó... Đây chính là hướng đi chính trong các nghiên cứu của chuyên ngành Việt Nam học.;;TTKHCNQG, CVv439;;;;;;;
886;2014;11;BB;Vie;Đối chiếu mô hình định danh thuật ngữ chỉ chủ đề du lịch trong tiếng Việt và tiếng Anh;Lê Thanh Hòa;Nhân lực khoa học xã hội;;59-66;;0866-756X;71.37.99;"Thuật ngữ; Chủ thể; Du lịch; Mô hình định danh; Tiếng Việt; Tiếng Anh";;;;;Ngành du lịch hoạt động hay vận hành bởi 4 tham tố chính, theo đó, các thuật ngữ du lịch cũng được phân chia theo bốn phạm trù chính tương ứng với 4 tham tố này như: chủ thể du lịch, snar phẩm du lịch, đối tượng du lịch và hoạt động du lịch. Trình bày các mô hình định danh của thuật ngữ du lịch chỉ chủ thể du lịch trong tiếng Việt và tiếng Anh. Mô hình định danh những đơn vị điển hình nhất, nằm ở trung tâm, là hạt nhân của hệ thống thuật ngữ du lịch trong cả hai ngôn ngữ.;;TTKHCNQG, CVv439;;;;;;;
887;2014;11;BB;Vie;Đại dịch HIV/AIDS ở Châu Phi - thực trạng và hậu quả;Nguyễn Thị Hằng;Nhân lực khoa học xã hội;;67-77;;0866-756X;76.29.65;"Đại dịch HIV/AIDS; Lây lan; Sức khỏe; Châu Phi";;;;;Địa dịch HIV/AIDS tại Châu Phi đã, đang và sẽ là một trong những đại dịch khủng khiếp nhất của loài người. Châu Phi - nơi nghèo đói và lạc hậu nhất thế giới cũng là nơi chịu ảnh hưởng nặng nề nhất từ đại dịch. Những con số thống kê trong bài viết này đã cho thấy một thực trạng đau lòng về mức độ lây lan cũng như những hậu quả mà HIV/AIDS để lại cho loài người. Một thế hệ dân số vàng sẽ mất đi, nền kinh tế quốc gia bị ảnh hưởng, phá hủy hệ thống chăm sóc sức khỏe, tuổi thọ giảm, giáo dục bị ảnh hưởng, đe dọa an ninh lương thực... Tất cả những hậu quả do HIV/AIDS để lại đều ảnh hưởng nghiêm trọng đến kinh tế, xã hội các quốc gia Châu Phi.;;TTKHCNQG, CVv439;;;;;;;
888;2014;12;BB;Vie;Xu thế thay đổi mối quan hệ giảng dạy, nghiên cứu trong hoạt động đào tạo - tiếp cận trong đào tạo sau đại học tại học viện khoa học xã hội;"Trần Đình Hảo; Nguyền Thị Mai Lan";Nhân lực khoa học xã hội;;3-12;;0866-756X;14.37.35;"Đào tạo; Giảng dạy; Nghiên cứu; Tiếp cận; Học viện khoa học xã hội";;;;;Xu thế thay đổi mối quan hệ giảng dạy, nghiên cứu trong suốt quá trình phát triển của giáo dục đại học, sau đại học và phân tích mối quan hệ này làm cơ sở cho việc tiếp cận trong hoạt động đào tạo sau đại học tại Học viện Khoa học xã hội.;;TTKHCNQG, CVv439;;;;;;;
889;2014;12;BB;Vie;Các quy định về điều tra, kiểm tra việc chấp hành các quy định của pháp luật về đất đai: thực trạng và kiến nghị;"Phạm Thị Hương Lan; Nguyễn Thị Bảo Nga";Nhân lực khoa học xã hội;;13-20;;0866-756X;10.55;"Luật pháp; Đất đai; Thanh tra; Kiểm tra; Quản lý nhà nước";;;;;Thanh tra, kiểm tra việc chấp hành các quy định của pháp luật về đất đai giữ vai trò quan trọng trong công tác quản lý nhà nước về đất đai. Một số thay đổi liên quan đến công tác kiểm tra, thanh tra đất đai trong Luật Đất đai 2013, nêu ra một số vướng mắc, bất cập của hệ thống pháp luật trong lĩnh vực này. Từ đó, đề xuất một số kiến nghị nhằm khắc phục những hạn chế, thiếu sót trong công tác thanh tra, kiểm tra đất đai ở Việt Nam.;;TTKHCNQG, CVv439;;;;;;;
890;2014;12;BB;Vie;Khái niệm về bình đẳng trước pháp luật của đương sự trong tố tụng dân sự;Phan Thanh Tùng;Nhân lực khoa học xã hội;;21-27;;0866-756X;10.31.99;"Luật pháp; Luật tố tụng dân sự; Bình đẳng; Đương sự";;;;;Khái niệm bình đẳng trước pháp luật, tố tụng dân sự, đương sự, trên cơ sở đó làm sáng tỏ những nội dung bình đẳng của đương sự trong tố tụng dân sự.;;TTKHCNQG, CVv439;;;;;;;
891;2014;12;BB;Vie;Một số nhận thức về khái niệm tội phạm bạo lực gia đình;Lê Thị Hồng Thương;Nhân lực khoa học xã hội;;28-33;;0866-756X;10.47.91;"Bạo lực gia đình; Tội phạm; Nhận thức; Khái niệm";;;;;Bạo lực gia đình là vấn đề mang tính toàn cầu, để lại nhiều hậu quả nghiêm trọng cho con người, nhất là đối với phụ nữ, nó làm hạn chế sự tham gia của họ vào đời sống cộng đồng, không chỉ gây ra hậu quả về thể chất, tâm lý cho bản thân phụ nữ mà còn với cả trẻ em, gia đình, toàn xã hội và vi phạm nghiêm trọng các quyền con người. Nghiên cứu về bạo lực gia đình thu hút được sự quan tâm của nhiều ngành khoa học khác nhau, từ tâm lý học, xã hội học cho tới luật học.;;TTKHCNQG, CVv439;;;;;;;
892;2014;12;BB;Vie;Đẩy mạnh cách mạng khoa học - công nghệ là con đường tất yếu để tiến tới nền kinh tế tri thức ở Việt Nam hiện nay;Nguyễn Đình Tường;Nhân lực khoa học xã hội;;34-43;;0866-756X;"06.71.37; 12.75";"Kinh tế; Tri thức; Khoa học công nghệ; Việt Nam";;;;;"Trong thế kỷ XXI, nền kinh tế tri thức là một hiện thực đã được xác lập và là cơ sở, nền tảng của nền văn minh mới mà tất cả các nước trên thế giới đều hướng tới. Tuy nhiên, dù đã được thừa nhận rộng rãi trên thế giới, nhưng kinh tế tri thức vẫn còn là một vấn đề mới mẻ; đặc biệt là ở nước ta hiện nay, việc nhận thức về vấn đề này vẫn còn nhiều quan điểm khác nhau. Có thể nói rằng trong nhiều nguyên nhân thì cách mạng khoa học - công nghệ là nguyên nhân cơ bản, trực tiếp nhất sinh ra nền kinh tế tri thức. Vậy, cách mạng khoa học - công nghệ là gì? ảnh hưởng của nó đối với nền kinh tế tri thức như thế nào? Việt Nam có thể rút ra được những bài học gì từ những vấn đề này?";;TTKHCNQG, CVv439;;;;;;;
893;2014;12;BB;Vie;Nghệ thuật xây dựng hình ảnh trong thơ đồng bằng sông Cửu Long sau 1975;Huỳnh Lâm Bá;Nhân lực khoa học xã hội;;44-52;;0866-756X;17.71.99;"Thơ; Lịch sử; Nghệ thuật; Hình ảnh; Nội dung; Đồng bằng sông Cửu Long";;;;;"Đồng bằng sông Cửu Long mang hương vị phù sa của ""sông nước miệt vườn"", thơ Đồng bằng sông Cửu Long được xây dựng hình ảnh gắn bố với tình cảm của con người, cảnh vật sông nước ấy. Hình ảnh nghệ thuật trong thơ luôn đi cùng với những giá trị hiện thực mà mỗi nhà thơ đang sống, gắn bó với dòng sông, rặng bầu, đồng làng, với những buổi trưa hè man mác, dịu êm của làng quê và những cảm nhận của con người một thời đã trở thành kỷ niệm, tạo nên những hình ảnh đặc biệt, tạo nên giá trị tinh thần đạm chất ""sông nước miệt vườn"" trong thơ đồng bằng sông Cửu Long sau 1975. Hình ảnh ấy càng làm tăng thêm tính biểu hiện tư duy của con người nơi đây bằng những câu thơ chan chứa tình người, tình đất, đem đến cho thơ ""mùi vị"" của hương đồng gió nội, tươi vui đầy nhiệt huyết, góp phần làm phong phú thêm cho nghệ thuật xây dựng hình ảnh trong thơ đồng bằng sông Cửu Long sau 1975.";;TTKHCNQG, CVv439;;;;;;;
894;2014;12;BB;Vie;Giao thoa văn hóa và sự ảnh hưởng của tri thức nền đến khả năng đọc hiểu tiếng Anh của người Việt Nam;Nguyễn Thị Huyền Trang;Nhân lực khoa học xã hội;;53-60;;0866-756X;13.19;"Giao thoa văn hóa; Tri thức; Tiếng Anh; Đọc hiểu; Giản đồ; Nội dung; Việt Nam";;;;;Đánh giá sự giống và khác nhau trong quá trình đọc hiểu văn bản ở ngôn ngữ nguồn - ngoại ngữ và ở ngôn ngữ đích - ngôn ngữ mẹ đẻ. Từ ý nghĩa nội hàm của các khái niệm, vai trò và tầm quan trọng của tri thức nền đối với quá trình tiếp nhận và đọc hiểu văn bản, khái quát hóa các khó khăn học viên Việt Nam thường gặp phải trong quá trình học tiếng Anh. Đồng thời, đưa ra một số gợi ý về phương pháp dạy và học tích cực nhằm giúp cho quá trình học đọc ngoại ngữ trở nên hiệu quả và dễ dàng hơn.;;TTKHCNQG, CVv439;;;;;;;
